Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
2.49001E-4,24.784410611,0.529876309,0.435279805,0.259833135,0.301075269
2.49422E-4,25.383003997,0.530297788,0.429440389,0.259833135,0.301075269
2.51325E-4,25.508103638,0.532189968,0.428223844,0.262216925,0.301075269
2.54154E-4,25.787007737,0.534975781,0.425547445,0.264600715,0.301075269
2.54503E-4,26.499254224,0.535317587,0.418734793,0.272943981,0.311827957
2.54736E-4,26.524727795,0.535544643,0.418491484,0.272943981,0.311827957
2.57213E-4,26.934758846,0.537950803,0.41459854,0.272943981,0.311827957
2.58397E-4,27.012066494,0.539091968,0.413868613,0.272943981,0.311827957
2.58687E-4,27.374214129,0.539371209,0.410218978,0.272943981,0.311827957
2.58989E-4,27.529506052,0.539661247,0.409002433,0.275327771,0.311827957
2.59849E-4,27.997025873,0.540484377,0.404379562,0.277711561,0.311827957
2.599E-4,28.023015861,0.540533045,0.404379562,0.280095352,0.311827957
2.61049E-4,28.309535016,0.541628871,0.401703163,0.281287247,0.311827957
2.63554E-4,28.519803863,0.543998285,0.399756691,0.284862932,0.311827957
2.65749E-4,29.183309449,0.546055407,0.393673966,0.286054827,0.311827957
2.66209E-4,29.263160224,0.546483684,0.392944039,0.286054827,0.311827957
2.66243E-4,29.555993283,0.546515167,0.39026764,0.293206198,0.311827957
2.66763E-4,29.95592858,0.546998623,0.386618005,0.293206198,0.311827957
2.66763E-4,30.009281086,0.546998623,0.385888078,0.293206198,0.311827957
2.66965E-4,30.276093582,0.547186805,0.383698297,0.302741359,0.311827957
2.68838E-4,30.517422096,0.548918174,0.381508516,0.311084625,0.322580645
2.70327E-4,30.759821796,0.550285549,0.379318735,0.311084625,0.322580645
2.70594E-4,31.219751412,0.550529815,0.374939173,0.311084625,0.322580645
2.70669E-4,31.273879854,0.550598271,0.374695864,0.313468415,0.333333333
2.72324E-4,31.545475982,0.552106033,0.372262774,0.313468415,0.333333333
2.74728E-4,31.764362836,0.554279128,0.370316302,0.315852205,0.333333333
2.75062E-4,32.313963598,0.55457866,0.365450122,0.318235995,0.344086022
2.7546E-4,32.616880084,0.554936247,0.362773723,0.323003576,0.344086022
2.76823E-4,32.755072736,0.556155107,0.361557178,0.323003576,0.344086022
2.81478E-4,33.062495049,0.5602675,0.358880779,0.323003576,0.344086022
2.82816E-4,33.288479364,0.561435344,0.356934307,0.323003576,0.344086022
2.8426E-4,33.51570119,0.562688835,0.354987835,0.323003576,0.344086022
2.87724E-4,33.772684199,0.565667005,0.352798054,0.324195471,0.344086022
2.89479E-4,34.003702676,0.567160788,0.350851582,0.325387366,0.35483871
2.9123E-4,34.265106296,0.568640621,0.3486618,0.326579261,0.35483871
2.92363E-4,34.849590705,0.569592773,0.34379562,0.332538737,0.365591398
2.92896E-4,35.142007347,0.570038584,0.34136253,0.332538737,0.365591398
2.93571E-4,35.347287232,0.570603226,0.339659367,0.332538737,0.365591398
2.95663E-4,35.788679276,0.572341779,0.336009732,0.333730632,0.365591398
2.97625E-4,36.085423677,0.57396028,0.333576642,0.333730632,0.365591398
2.98E-4,36.264128576,0.574267616,0.332116788,0.333730632,0.365591398
2.98342E-4,36.681770004,0.574547988,0.328467153,0.333730632,0.365591398
2.98692E-4,36.831091731,0.57483476,0.327250608,0.343265793,0.387096774
2.99772E-4,37.040686825,0.575716425,0.325790754,0.345649583,0.387096774
3.01379E-4,37.251356189,0.577022069,0.324087591,0.348033373,0.397849462
3.05641E-4,37.524468508,0.580445784,0.32189781,0.348033373,0.397849462
3.07591E-4,38.291867817,0.581993864,0.315815085,0.358760429,0.408602151
3.11129E-4,38.664246505,0.584773681,0.312895377,0.374255066,0.408602151
3.11676E-4,38.757671511,0.585200204,0.31216545,0.376638856,0.408602151
3.13568E-4,39.007774605,0.586668447,0.310218978,0.383790226,0.408602151
3.14186E-4,39.541694289,0.587145122,0.306082725,0.384982122,0.408602151
3.15044E-4,39.761963347,0.587806381,0.304379562,0.386174017,0.408602151
3.17879E-4,40.015245628,0.589975386,0.30243309,0.387365912,0.408602151
3.19596E-4,40.685211528,0.591277911,0.297323601,0.405244338,0.408602151
3.19731E-4,40.940901998,0.591379779,0.295377129,0.405244338,0.408602151
3.19888E-4,41.068855965,0.591498359,0.294403893,0.405244338,0.408602151
3.22211E-4,41.261399598,0.59324539,0.292944039,0.405244338,0.408602151
3.24787E-4,41.618032785,0.595165833,0.290024331,0.413587604,0.408602151
3.26213E-4,41.780833491,0.596220563,0.289051095,0.415971395,0.408602151
3.26836E-4,42.499449957,0.596679719,0.283698297,0.425506555,0.430107527
3.27009E-4,42.532150894,0.596807637,0.283454988,0.426698451,0.430107527
3.28626E-4,42.761884246,0.597993475,0.281751825,0.427890346,0.430107527
3.31292E-4,43.026396313,0.59993463,0.279805353,0.427890346,0.430107527
3.32754E-4,43.25909519,0.600990914,0.27810219,0.431466031,0.430107527
3.35917E-4,43.525946932,0.603257484,0.276155718,0.431466031,0.430107527
3.37873E-4,43.795793562,0.604646508,0.274209246,0.431466031,0.430107527
3.39347E-4,44.032970932,0.605686504,0.272506083,0.431466031,0.430107527
3.40877E-4,44.33938008,0.606760516,0.270316302,0.433849821,0.451612903
3.41181E-4,44.680475954,0.606972524,0.267883212,0.433849821,0.451612903
3.41929E-4,44.782929334,0.607495459,0.267153285,0.435041716,0.451612903
3.43998E-4,45.023099949,0.608932709,0.265450122,0.435041716,0.451612903
3.49314E-4,45.508737536,0.612578224,0.262043796,0.435041716,0.451612903
3.51909E-4,46.563173644,0.614333321,0.254744526,0.445768772,0.462365591
3.52699E-4,46.774664363,0.614864551,0.253284672,0.449344458,0.462365591
3.53296E-4,47.02181415,0.615265112,0.251581509,0.449344458,0.462365591
3.54684E-4,47.269621916,0.616192495,0.249878345,0.452920143,0.47311828
3.54985E-4,47.801677384,0.616393262,0.24622871,0.452920143,0.47311828
3.56396E-4,48.015161403,0.617330629,0.244768856,0.452920143,0.494623656
3.58857E-4,48.265450926,0.6189553,0.243065693,0.456495828,0.494623656
3.61954E-4,48.518135272,0.620979765,0.24136253,0.460071514,0.494623656
3.63786E-4,48.954202497,0.622167289,0.238442822,0.468414779,0.494623656
3.64556E-4,49.063467784,0.622664496,0.237712895,0.468414779,0.494623656
3.67259E-4,49.282732874,0.62439852,0.236253041,0.471990465,0.494623656
3.68402E-4,49.503364254,0.625127133,0.234793187,0.47318236,0.505376344
3.70331E-4,49.835690061,0.626350098,0.232603406,0.474374255,0.505376344
3.70374E-4,50.70436391,0.626377092,0.22676399,0.474374255,0.505376344
3.70803E-4,50.798646143,0.626648043,0.226277372,0.474374255,0.516129032
3.72383E-4,51.021784584,0.62764221,0.224817518,0.480333731,0.52688172
3.72604E-4,51.431561118,0.627780757,0.22189781,0.480333731,0.52688172
3.73761E-4,51.543507344,0.628505279,0.221411192,0.487485101,0.537634409
3.75367E-4,51.768357782,0.62950584,0.219951338,0.488676996,0.537634409
3.76857E-4,52.06952687,0.630428884,0.218004866,0.489868892,0.537634409
3.77092E-4,52.25801987,0.630574255,0.216788321,0.489868892,0.537634409
3.79147E-4,52.52277335,0.631839328,0.215085158,0.493444577,0.537634409
3.81974E-4,52.751500492,0.633565734,0.213625304,0.493444577,0.537634409
3.83701E-4,53.019329933,0.634612406,0.211922141,0.493444577,0.537634409
3.84042E-4,53.288103578,0.634818127,0.209975669,0.494636472,0.537634409
3.85926E-4,53.519079265,0.635951909,0.208759124,0.500595948,0.537634409
3.87728E-4,53.751551739,0.637029942,0.20729927,0.506555423,0.537634409
3.88705E-4,54.023276489,0.637611562,0.205596107,0.506555423,0.537634409
3.89978E-4,54.256867972,0.638366621,0.204136253,0.513706794,0.537634409
3.94192E-4,54.570164262,0.640844376,0.202189781,0.514898689,0.537634409
3.95458E-4,54.767755377,0.641581954,0.200973236,0.514898689,0.537634409
3.98009E-4,55.005647175,0.64305935,0.199513382,0.530393325,0.537634409
3.99788E-4,55.28486279,0.644082186,0.197810219,0.531585221,0.537634409
4.01949E-4,55.565418874,0.645317214,0.196107056,0.532777116,0.537634409
4.0321E-4,55.766644738,0.646033499,0.194890511,0.532777116,0.537634409
4.04788E-4,56.008960229,0.646926359,0.193430657,0.536352801,0.537634409
4.05573E-4,56.252014041,0.647368729,0.191727494,0.536352801,0.537634409
4.06615E-4,56.536255545,0.647954513,0.19026764,0.541120381,0.537634409
4.07641E-4,56.780484392,0.648528985,0.188807786,0.543504172,0.537634409
4.09639E-4,57.025857286,0.649642608,0.187347932,0.547079857,0.537634409
4.11941E-4,57.272086301,0.650916742,0.185888078,0.547079857,0.537634409
4.12534E-4,57.519359066,0.651244026,0.184428224,0.547079857,0.537634409
4.14012E-4,57.767404118,0.652055785,0.18296837,0.548271752,0.537634409
4.14872E-4,58.016152601,0.652526145,0.181508516,0.549463647,0.537634409
4.15768E-4,58.306833638,0.653015161,0.179805353,0.549463647,0.537634409
4.1758E-4,58.515167794,0.653999984,0.178588808,0.549463647,0.537634409
4.18146E-4,58.891159921,0.654306138,0.176399027,0.551847437,0.537634409
4.18345E-4,59.016623475,0.654413743,0.1756691,0.551847437,0.537634409
4.19451E-4,59.310000992,0.65501062,0.173722628,0.553039333,0.537634409
4.20882E-4,59.520135417,0.655779854,0.172749392,0.554231228,0.548387097
4.21708E-4,59.77291188,0.656222781,0.171289538,0.554231228,0.548387097
4.22508E-4,60.068498822,0.656649776,0.169586375,0.554231228,0.548387097
4.24568E-4,60.280075368,0.657745504,0.16836983,0.554231228,0.548387097
4.25978E-4,61.258987158,0.658491733,0.162773723,0.568533969,0.548387097
4.26751E-4,61.557280703,0.658899114,0.16107056,0.568533969,0.548387097
4.2726E-4,61.770742622,0.659166989,0.159854015,0.572109654,0.548387097
4.28277E-4,62.070371024,0.659701004,0.158150852,0.57806913,0.559139785
4.30113E-4,62.671591101,0.660660582,0.154744526,0.579261025,0.559139785
4.30434E-4,62.75766355,0.660828193,0.154257908,0.579261025,0.559139785
4.326E-4,63.016659449,0.661952385,0.152798054,0.579261025,0.559139785
4.34008E-4,63.320098656,0.662678873,0.150851582,0.579261025,0.580645161
4.35948E-4,63.624950689,0.663675021,0.149391727,0.58045292,0.580645161
4.36039E-4,63.842963619,0.663721659,0.148175182,0.58045292,0.580645161
4.36391E-4,64.017499942,0.663901813,0.147201946,0.581644815,0.580645161
4.36555E-4,64.541365398,0.663985407,0.144038929,0.581644815,0.580645161
4.39964E-4,64.804451583,0.665718665,0.142822384,0.595947557,0.580645161
4.40971E-4,65.024814335,0.66622734,0.141605839,0.598331347,0.580645161
4.42384E-4,65.289664128,0.666938451,0.140145985,0.600715137,0.580645161
4.44191E-4,65.511466083,0.667843506,0.13892944,0.603098927,0.580645161
4.45749E-4,65.778633917,0.668619529,0.137469586,0.603098927,0.580645161
4.46613E-4,66.001695009,0.669048663,0.136253041,0.604290822,0.580645161
4.48559E-4,66.270374499,0.670010652,0.134793187,0.604290822,0.580645161
4.5021E-4,66.629829425,0.670822323,0.132846715,0.604290822,0.580645161
4.50655E-4,66.765016171,0.671040436,0.132116788,0.606674613,0.580645161
4.52472E-4,67.081433311,0.671927786,0.130413625,0.606674613,0.580645161
4.54492E-4,67.398865434,0.672909166,0.128710462,0.609058403,0.580645161
4.55321E-4,67.535418167,0.673310025,0.127980535,0.610250298,0.580645161
4.57932E-4,67.809977801,0.674566773,0.126520681,0.610250298,0.580645161
4.59718E-4,68.039361311,0.675420616,0.125304136,0.610250298,0.591397849
4.64046E-4,68.409579178,0.677471618,0.123357664,0.610250298,0.591397849
4.6456E-4,68.641653725,0.677713518,0.122141119,0.610250298,0.591397849
4.67112E-4,68.828253254,0.678908715,0.121167883,0.610250298,0.602150538
4.69339E-4,69.015734235,0.679944741,0.120194647,0.611442193,0.612903226
4.71999E-4,69.2515012,0.681173297,0.118978102,0.611442193,0.612903226
4.7436E-4,69.535677915,0.682255954,0.117518248,0.612634088,0.612903226
4.76224E-4,69.868505741,0.683105754,0.115815085,0.612634088,0.612903226
4.7724E-4,70.011532541,0.683566747,0.115085158,0.613825983,0.612903226
4.80172E-4,70.251230934,0.684889962,0.113625304,0.613825983,0.612903226
4.83223E-4,70.588503202,0.686255425,0.11216545,0.616209774,0.623655914
4.84428E-4,70.878565079,0.686791417,0.110705596,0.616209774,0.623655914
4.85563E-4,71.072695314,0.687294739,0.10973236,0.616209774,0.623655914
4.86946E-4,71.316032968,0.687905565,0.108515815,0.616209774,0.623655914
4.91394E-4,71.658836094,0.68985449,0.106812652,0.617401669,0.623655914
4.91584E-4,71.757144776,0.689937067,0.106326034,0.617401669,0.623655914
4.92811E-4,72.003152266,0.690470222,0.105109489,0.617401669,0.623655914
4.94745E-4,72.250298969,0.69130671,0.103892944,0.619785459,0.623655914
4.96254E-4,72.59741415,0.691956222,0.102189781,0.619785459,0.623655914
4.99254E-4,72.796617303,0.693239465,0.101216545,0.620977354,0.623655914
5.00764E-4,73.146814245,0.693881032,0.099270073,0.623361144,0.623655914
5.00882E-4,73.397255227,0.693931161,0.098053528,0.625744934,0.623655914
5.01621E-4,73.547683679,0.694244313,0.09756691,0.628128725,0.623655914
5.05405E-4,73.900268714,0.695837058,0.095863747,0.6340882,0.623655914
5.07235E-4,74.001652958,0.696601577,0.095377129,0.6340882,0.623655914
5.07257E-4,74.255272672,0.696610697,0.094160584,0.637663886,0.634408602
5.13186E-4,74.611510702,0.699060958,0.092457421,0.643623361,0.634408602
5.14422E-4,74.765726652,0.699566893,0.091727494,0.644815256,0.634408602
5.16849E-4,75.126578291,0.700555306,0.090024331,0.647199046,0.634408602
5.20123E-4,75.28230353,0.701878144,0.089294404,0.647199046,0.634408602
5.23616E-4,75.54359984,0.703276749,0.088077859,0.654350417,0.64516129
5.24638E-4,75.753454905,0.70368341,0.086861314,0.654350417,0.64516129
5.27226E-4,76.016525726,0.704708452,0.085888078,0.657926103,0.655913978
5.27293E-4,76.332867925,0.704735175,0.084428224,0.657926103,0.655913978
5.30171E-4,76.597219139,0.705866474,0.083211679,0.657926103,0.655913978
5.31167E-4,76.756389418,0.706255883,0.082481752,0.659117998,0.655913978
5.35831E-4,77.022956756,0.708066323,0.081265207,0.666269368,0.677419355
5.37887E-4,77.291486618,0.708857451,0.080048662,0.667461263,0.677419355
5.39734E-4,77.506920939,0.709564163,0.079075426,0.668653159,0.677419355
5.40729E-4,77.939468702,0.709943791,0.076885645,0.668653159,0.677419355
5.41914E-4,78.15595537,0.710394184,0.076155718,0.676996424,0.677419355
5.45938E-4,78.319278203,0.711913777,0.075425791,0.679380215,0.677419355
5.46834E-4,78.537995101,0.71225019,0.074209246,0.679380215,0.677419355
5.48916E-4,78.757252043,0.71302835,0.073479319,0.6829559,0.677419355
5.6063E-4,79.034978432,0.717329649,0.072262774,0.686531585,0.677419355
5.61174E-4,79.259284941,0.717526079,0.071289538,0.686531585,0.677419355
5.67782E-4,79.59822884,0.719892896,0.069829684,0.688915375,0.677419355
5.68573E-4,79.882465894,0.720173434,0.068613139,0.690107271,0.688172043
5.70153E-4,80.110099287,0.72073234,0.067639903,0.690107271,0.688172043
5.74258E-4,80.281891663,0.722173974,0.066909976,0.690107271,0.688172043
5.76951E-4,80.511926479,0.723111541,0.06593674,0.690107271,0.698924731
5.79048E-4,80.916865538,0.723837448,0.063990268,0.690107271,0.698924731
5.80291E-4,81.032814213,0.72426607,0.063746959,0.692491061,0.709677419
5.80426E-4,81.264962422,0.724312512,0.062773723,0.697258641,0.709677419
5.82823E-4,81.555548088,0.725134546,0.061557178,0.698450536,0.709677419
5.9084E-4,81.968918689,0.727849297,0.059854015,0.702026222,0.709677419
5.9437E-4,82.028355715,0.729027617,0.059610706,0.702026222,0.709677419
6.01511E-4,82.268432058,0.731380224,0.05863747,0.702026222,0.709677419
6.04239E-4,82.509845691,0.732268517,0.057420925,0.702026222,0.709677419
6.0548E-4,82.752037624,0.732670384,0.056447689,0.710369487,0.709677419
6.09227E-4,83.055772916,0.733877022,0.055474453,0.715137068,0.709677419
6.12538E-4,83.483110212,0.73493419,0.05377129,0.715137068,0.709677419
6.14907E-4,83.912123609,0.735685698,0.052068127,0.715137068,0.709677419
6.15941E-4,84.035228187,0.736012053,0.051581509,0.723480334,0.720430108
6.17341E-4,84.343818479,0.736452997,0.050364964,0.723480334,0.720430108
6.19078E-4,84.776130823,0.736997956,0.0486618,0.723480334,0.720430108
6.229E-4,85.024849877,0.738189126,0.047688564,0.723480334,0.720430108
6.28698E-4,85.275282603,0.739976006,0.046715328,0.728247914,0.720430108
6.32826E-4,85.65446025,0.74123314,0.045012165,0.730631704,0.720430108
6.3679E-4,85.781481146,0.742429191,0.044768856,0.735399285,0.720430108
6.44731E-4,86.102920089,0.744791814,0.043552311,0.756853397,0.720430108
6.44731E-4,86.360812407,0.744791814,0.042335766,0.756853397,0.720430108
6.4885E-4,86.555235161,0.74600051,0.041849148,0.758045292,0.731182796
6.60779E-4,86.75269175,0.74943703,0.041119221,0.760429082,0.731182796
6.61867E-4,87.01732971,0.749745716,0.039902676,0.760429082,0.731182796
6.68647E-4,87.350584954,0.751653011,0.03892944,0.764004768,0.741935484
6.77517E-4,87.553371442,0.754104871,0.038199513,0.775923719,0.76344086
6.78684E-4,87.756848364,0.754424057,0.037469586,0.778307509,0.774193548
6.83537E-4,88.029609148,0.755741685,0.036253041,0.778307509,0.774193548
6.90957E-4,88.37427316,0.75772915,0.035279805,0.789034565,0.784946237
6.91516E-4,88.512572484,0.757877484,0.034793187,0.789034565,0.784946237
6.95234E-4,88.790294121,0.758860099,0.033576642,0.789034565,0.784946237
6.97799E-4,89.068852412,0.759533359,0.032846715,0.793802145,0.784946237
6.98351E-4,89.34819287,0.759677878,0.03163017,0.802145411,0.784946237
7.05656E-4,89.559048083,0.761572429,0.031143552,0.818831943,0.817204301
7.08851E-4,89.841629892,0.762391811,0.030170316,0.818831943,0.817204301
7.09579E-4,90.196128213,0.762577799,0.028953771,0.818831943,0.817204301
7.10602E-4,90.267188432,0.762838505,0.028710462,0.818831943,0.817204301
7.19031E-4,90.55391934,0.76496523,0.027737226,0.818831943,0.817204301
7.19862E-4,90.769711723,0.765172689,0.027007299,0.820023838,0.817204301
7.36434E-4,91.060895137,0.769237752,0.026034063,0.821215733,0.817204301
7.41581E-4,91.35625915,0.770471793,0.025060827,0.821215733,0.817204301
7.43035E-4,91.504734031,0.770817811,0.024574209,0.822407628,0.817204301
7.46277E-4,91.802579042,0.771586198,0.023600973,0.825983313,0.817204301
7.50064E-4,92.026840894,0.772476962,0.022871046,0.825983313,0.817204301
7.51522E-4,92.477138739,0.772818164,0.021411192,0.829558999,0.817204301
7.66856E-4,92.553824316,0.776344769,0.021167883,0.837902265,0.827956989
7.70499E-4,92.784797596,0.777166559,0.020437956,0.842669845,0.827956989
7.78756E-4,93.0167729,0.779007138,0.019708029,0.842669845,0.827956989
7.93131E-4,93.329712748,0.782139921,0.018734793,0.917759237,0.88172043
8.02135E-4,93.569305268,0.784057355,0.018004866,0.922526818,0.88172043
8.05807E-4,93.810599889,0.784829638,0.017274939,0.922526818,0.88172043
8.07529E-4,94.052514186,0.785189871,0.016545012,0.922526818,0.88172043
8.15656E-4,94.376338491,0.786874156,0.015571776,0.9511323,0.967741935
8.18969E-4,94.62136672,0.787553132,0.014841849,0.953516091,0.967741935
8.27813E-4,94.786044976,0.78934467,0.014355231,0.955899881,0.967741935
