Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
8.28564E-4,95.034539081,0.789495357,0.013381995,0.955899881,0.967741935
8.37722E-4,95.284397776,0.79131648,0.012895377,0.959475566,0.967741935
8.41063E-4,95.536048535,0.791972823,0.01216545,0.964243147,0.967741935
8.45858E-4,95.789011795,0.792908003,0.011435523,0.966626937,0.967741935
8.5805E-4,96.216315253,0.795247939,0.010218978,0.969010727,0.967741935
8.61591E-4,96.302474377,0.795917823,0.009975669,0.969010727,0.967741935
8.67866E-4,96.649185302,0.797094037,0.009002433,0.970202622,0.978494624
8.75951E-4,96.998836777,0.798589642,0.008029197,0.977353993,0.989247312
8.89215E-4,97.438138816,0.800996034,0.006812652,0.977353993,0.989247312
8.89443E-4,97.79384761,0.801036925,0.005839416,0.977353993,0.989247312
9.05948E-4,98.240412449,0.80395107,0.004622871,0.977353993,0.989247312
9.09364E-4,98.512538413,0.804543525,0.003892944,0.979737783,0.989247312
9.23861E-4,98.788678521,0.807018734,0.003163017,0.984505364,0.989247312
9.733E-4,99.074705364,0.815007867,0.00243309,0.989272944,0.989247312
1.01597E-3,99.374654622,0.821389785,0.001703163,0.989272944,0.989247312
1.03293E-3,99.579544835,0.823805864,0.001216545,0.998808105,1
1.10335E-3,100,0.833174784,0.000243309,1,1
