Latitude,Longitude,Pycnopodia_helianthoides logistic values
-1860152.074,-762230.5021,0.7511314
-2169804.382,-133930.8206,0.7868742
-1901450.852,1250338.535,0.4503797
-1866109.262,1263988.363,0.36116207
-1878845.19,1357127.611,0.32200742
-2068299.281,1026348.253,9.853495E-4
-2034465.54,-507473.666,0.0033079884
-3841748.968,3146699.566,0.6547467
-2098436.966,859678.4458,0.32060212
-2227135.961,72207.92368,0.6585594
-1872008.917,1366865.535,0.023056768
-1873305.481,1285665.293,0.3891235
-2047562.035,-423488.1317,0.2218477
-1852940.145,1256507.395,0.46445617
-1853057.869,1330584.061,0.3234625
-1894220.073,1253657.314,0.530289
-1862332.685,-847249.5338,0.58880717
-1894950.843,-597295.3921,0.0075846775
-1861130.4,1243857.613,0.5293852
-1893316.473,1254389.802,0.530289
-2146838.124,742671.528,0.0043082186
-2070233.848,894280.3054,0.43986264
-3395987.351,3077636.873,0.52319103
-1905054.911,-576617.4751,0.041144185
-2173776.654,-94695.26285,0.16386002
-3420157.734,3000508.881,0.1991155
-2151831.344,-338148.5102,0.004208764
-1892129.853,1266949.692,0.61420894
-2052318.758,916989.1769,0.5854427
-3012810.15,3124673.111,0.5793145
-3086543.613,3024059.748,0.51855886
-1883200.544,1347110.589,0.46624509
-2225009.319,2008604.683,0.78466123
-1842531.845,1258512.857,0.51857656
-2064032.055,1620566.051,0.28835365
-1862796.075,1306962.442,0.5468602
-2101930.295,844806.7751,0.57352024
-2235986.639,133185.4528,0.3311259
-1892039.25,1248035.815,0.48085466
-1854096.638,1252463.107,0.46445617
-1820183.327,-1231336.385,0.71105003
-2236174.866,149923.4042,0.4863827
-3125849.252,2955098.746,0.5979394
-1891574.497,-606183.5268,0.0014188003
-3999019.065,3164643.37,0.3795443
-1908138.777,1427517.364,0.50650775
-1867829.926,1324328.49,0.55052984
-2087291.214,811166.0852,0.7199971
-1836688.818,1242823.769,0.5711999
-2060339.004,1034291.905,0.009797203
-1894708.808,-620625.6948,0.002081386
-1867996.597,1363188.957,0.023056768
-3435710.68,3047508.763,0.5469986
-1880595.807,1230501.668,0.5695589
-3116908.367,3120993.795,0.22941734
-1866973.198,1222588.056,0.5965472
-2011133.618,1349868.956,0.64692634
-1867965.825,1332929.143,0.47071517
-2069284.968,911406.999,0.030928046
-2313243.816,2522423.912,0.0022674433
-2017146.969,1373948.752,0.6778812
-2213410.845,127909.0006,0.68993706
-1846837.085,1345051.598,0.51075006
-2234625.832,125666.1244,0.1650996
-1846695.409,1253349.93,0.51857656
-1892228.643,1250081.395,0.48085466
-1902967.151,1249727.296,0.4503797
-1879938.705,-598282.3851,0.67747164
-1891917.997,-588042.9234,0.3699996
-1889535.909,-575555.2871,0.70470846
-1859440.151,1365311.552,0.12614594
-2555308.322,2921524.957,0.001200035
-3428207.2,3037964.575,0.5469986
-3245780.422,2933644.772,0.5914984
-3831616.568,3131766.322,0.5739603
-4016386.263,3175733.721,0.44846785
-1856801.552,1309078.528,0.5468602
-1843551.235,1224577.644,0.49449962
-2055949.533,928162.9117,0.11971459
-1871963.263,1253298.707,0.3922737
-1848506.222,1253603.821,0.51857656
-2055811.134,-394556.0161,0.7913165
-2172890.601,14936.93764,0.79858965
-2064208.42,952512.6526,0.04544449
-1928815.03,1404561.433,0.6675527
-2304270.134,2494987.804,0.1565888
-2918974.135,2992610.291,0.3746769
-3242402.836,2973493.962,0.55059826
-2208540.573,1850672.672,0.35217345
-1833218.369,1295395.794,0.54601395
-1865209.004,1289940.598,0.3891235
-2106542.267,769902.1084,0.62563396
-1904207.492,1393951.02,0.1201721
-1879625.78,1235861.528,0.5695589
-1868745.24,1346353.325,0.11380166
-3350966.601,2946668.061,0.4537089
-2066468.243,-461048.9197,0.034853417
-1910312.069,-657875.794,0.19368127
-1832028.742,1256588.598,0.59094983
-2118714.571,828067.2744,0.6686195
-2748461.907,3125926.604,0.6295058
-1853214.279,1240484.06,0.5293852
-1835758.615,1254976.091,0.59094983
-2227430.607,286813.6723,0.019323671
-2077825.161,-496383.5857,0.20594804
-3068604.823,3034102.7,0.45946288
-1915821.915,-554117.6122,0.3675882
-2096369.744,809387.5352,0.6565289
-2188321.038,-138869.4778,0.030367704
-2232065.173,1811129.035,0.14115392
-2154585.658,-54553.80099,0.7615724
-1840633.287,1230844.699,0.6602914
-2117446.175,-399025.1296,0.007864955
-1938472.238,-519879.2559,0.68626213
-2010095.181,1309769.004,0.37144738
-2090317.187,928746.8831,0.002168169
-1923796.659,1254321.901,0.29037794
-2057730.327,977511.0282,0.08432789
-2853447.425,3121204.535,0.52059644
-1854900.13,1254322.68,0.46445617
-2065186.933,952723.6108,0.04544449
-2404404.476,2781984.887,0.57042605
-1906510.126,1259467.991,0.2689795
-1906268.343,-652240.5842,0.22413744
-1890955.705,1248099.311,0.48085466
-3337109.649,2952398.909,0.49577162
-3006570.371,3046653.092,0.5353176
-3066310.285,2949276.683,0.5671608
-1930701.836,-615737.776,0.0064596045
-1879070.019,1355091.614,0.32200742
-1899846.151,-656145.3028,0.25462884
-3453438.725,3051402.79,0.35707372
-1925952.244,1253843.944,0.29037794
-2030393.256,989975.6285,0.54053307
-3022934.353,3185664.9,0.5532926
-1893152.021,-619905.0244,0.002081386
-1904797.46,1265693.762,0.61121076
-2212744.018,-1579.194135,0.5998233
-1891219.365,1262474.407,0.61420894
-1822036.043,1270090.575,0.38227138
-1882494.401,1281977.862,0.48020297
-2976780.212,3071496.619,0.23193975
-3792168.461,3228523.579,0.52275217
-2078825.722,1459823.287,0.52952933
-1991862.914,1267819.007,0.6700106
-3829724.422,3085053.77,0.6510871
-1918184.659,1245748.586,0.54702926
-2088270.411,-457586.6658,0.6747271
-2167741.58,-114427.0881,0.78518987
-2218191.077,102174.2667,0.6338972
-2224875.832,103860.7914,0.6338972
-1858906.954,1216758.882,0.5543314
-1889834.594,-633266.9212,0.5593126
-1861750.668,1266254.554,0.5175141
-1877473.776,1375679.111,0.03585327
-2249412.143,207960.4572,0.015089699
-3385068.227,3024092.212,0.09540298
-1988882.202,1137451.181,0.6858984
-2061472.997,-574942.9122,0.026532408
-1834269.158,1298569.742,0.54601395
-2977718.875,3184329.24,0.6305445
-2034982.532,932469.8992,0.63183933
-3667193.251,3022174.793,0.67580783
-1878283.959,-667773.6303,0.736453
-1862158.887,1230985.862,0.514659
-1894061.02,-616071.8395,0.002081386
-2102525.017,784987.3039,0.6010234
-2166172.333,-83288.32571,0.23720874
-2003265.089,1342986.176,0.60510975
-2088883.712,-425823.5096,0.38352212
-1877938.476,1274991.679,0.48020297
-2092766.876,1527671.931,0.68489
-3383539.429,2962792.765,0.64158195
-1887754.744,-584508.234,0.3699996
-1865997.272,1263361.172,0.36116207
-2262666.141,2288099.094,0.5675833
-1824725.55,1277976.9,0.4858176
-1832216.494,1289812.271,0.5261708
-3254468.092,2954375.412,0.60529894
-1870545.089,1231707.745,0.5287908
-1852541.785,1259118.558,0.46445617
-1860579.817,1332865.529,0.3234625
-2109127.607,1673857.563,0.38831675
-2181507.577,-66112.61745,0.106845684
-1849876.949,1252560.305,0.51857656
-1848601.61,1230038.132,0.6263599
-1880071.849,1394645.356,0.5744977
-1933781.083,1410839.792,0.6675527
-1878244.97,1260208.669,0.49497366
-1863672.452,1368071.157,0.023056768
-2074950.47,825306.4889,0.722174
-1763698.621,-1216240.431,0.6708223
-1933275.74,1257534.789,0.4834027
-2114695.869,774446.8052,0.5674923
-1943193.083,1263085.616,0.25292465
-2011003.492,1371773.721,0.69706464
-1892660.433,1269248.265,0.61420894
-3006217.376,3076560.348,0.30834976
-3610088.764,3075767.448,0.7046015
-2055209.725,901189.6025,0.66372144
-2699830.905,2977518.267,0.0014378654
-1942700.156,1273827.82,0.22921416
-1948811.831,-543923.5797,0.02126473
-1942589.771,-560530.4791,0.014549605
-1926888.011,1266885.32,0.33623406
-1858090.106,1326947.343,0.3234625
-1831999.528,1252966.077,0.59094983
-1847128.017,1197582.114,0.535195
-1892080.56,-624169.5107,0.26006395
-2115995.493,-328168.9748,0.800996
-1867243.882,1322087.138,0.55052984
-1857786.902,1232920.444,0.514659
-1884747.855,1245122.368,0.48085466
-1893106.486,1261938.234,0.61420894
-1835820.771,1296491.738,0.54601395
-1889689.554,-612136.2724,0.002081386
-3411887.448,2960373.19,0.43477598
-3108439.771,2944432.204,0.5590966
-1892831.584,1386870.649,0.06682404
-3328603.885,2916366.912,3.914562E-4
-1881799.423,1265932.229,0.54048437
-1945027.855,1430849.607,0.60611534
-1872450.322,1264125.475,0.36116207
-1871185.892,1276666.281,0.3638689
-2223967.73,1940053.703,0.7713084
-2195394.114,74802.27792,0.7175261
-1888938.451,1248934.862,0.48085466
-2005413.574,1300506.097,0.4445995
-1865946.13,1282474.385,0.3638689
-2160287.027,-57179.74119,0.7615724
-3601525.546,3123126.341,0.63500166
-2916077.468,3004575.094,0.4209305
-1965462.459,-494162.9882,0.025721246
-2296276.089,2367666.967,0.006654381
-2227465.684,235675.4964,0.648529
-3045839.377,2957099.401,0.5628153
-1907078.041,1395598.135,0.22510034
-1983233.376,1191097.804,0.6899017
-2021972.422,1357402.238,0.6148645
-1953369.122,-483926.8674,0.70325816
-1902249.003,1422309.977,0.35527587
-2112309.242,-378043.1923,0.6263501
-1922675.178,1263288.382,0.33623406
-1963375.876,-492137.9654,0.5625036
-2033507.827,1082137.23,0.19657463
-3477674.401,3031212.557,0.66082954
-1998057.578,-615111.9129,5.8831036E-4
-2722778.528,3053377.851,0.36631575
-2229943.026,326018.4585,0.14969812
-1867669.487,1285402.227,0.3891235
-2041212.46,-452920.4728,0.079020225
-3894670.794,3098199.525,0.47856075
-1925550.696,-537389.9244,7.764279E-4
-1878567.556,1360961.148,0.09985005
-3175650.466,3128069.017,0.65501064
-1946106.085,-536298.6731,0.0018594258
-2220864.051,114273.1012,0.58666843
-2209702.843,43615.05459,0.72311157
-2129141.696,800334.6187,0.4955304
-1871893.748,1286421.979,0.3891235
-1998473.468,1326784.966,0.5667069
-1969798.366,-478338.5964,0.6276422
-2038083.248,1387723.646,0.6352012
-1862053.825,1270893.809,0.5175141
-1854117.379,1317038.688,0.39513174
-2185058.994,636096.5091,0.002720312
-3540003.61,3028638.567,0.20653453
-2115575.16,745854.2659,0.6696217
-2945632.041,3037824.077,0.4478798
-1928023.677,-508924.4532,0.73639
-2951006.022,3003562.518,0.64135617
-2023130.404,-484568.097,0.10431397
-2212199.758,78582.29204,0.7242974
-1903662.879,1401517.747,0.42326483
-2303344.793,2032692.234,0.0034141797
-1903644.005,1266032.811,0.61121076
-1891646.417,1231584.777,0.6583446
-3278762.018,2969139.903,0.6912827
-1880389.17,-618000.5639,0.5912779
-1986782.779,1256863.441,0.7089573
-2320758.336,2593772.423,0.001086894
-1837544.787,1331099.169,0.5411667
-1905098.62,1241738.42,0.4503797
-2018536.878,1281681.054,0.18035087
-2127144.084,1534791.718,0.008061825
-2112663.971,-416181.9441,0.44711852
-2044510.732,-461427.0681,0.0038483473
-1841791.497,1341227.136,0.51075006
-2028481.38,-445491.8966,0.45769653
-1877160.501,1237773.732,0.5695589
-2897747.598,3040026.014,0.16876487
-1858064.585,1282977.096,0.46969792
-2034880.822,-459499.4317,0.079020225
-1995603.52,-654545.5568,0.0018972541
-1904975.058,-668775.0288,0.24049541
-1860193.143,1242552.97,0.5293852
-2853548.355,3302276.847,0.5570343
-1867461.971,1278967.251,0.3638689
-2059287.041,931680.3674,0.061101537
-3786312.439,3230936.187,0.5132702
-1884871.256,1419392.916,0.62210524
-1892055.132,-603131.9235,0.0014188003
-2070519.401,880322.9016,0.5625827
-1845511.71,1310025.223,0.28679013
-1844880.978,-1224405.954,0.0044403872
-3073075.019,3001866.413,0.5955686
-1876946.821,1373607.139,0.03585327
-1907874.855,-544951.294,0.28119892
-2070772.287,-456516.4999,0.034853417
-2059876.561,1696899.881,0.6685849
-1953344.131,-559767.7947,0.04385455
-1968233.8,-553143.2343,0.6878458
-3173737.589,2972995.206,0.4174833
-1895373.422,1253270.321,0.47625569
-2126362.0,-408158.1005,0.69323945
-1870463.019,1257832.448,0.3922737
-1820593.171,1271464.346,0.38227138
-1872320.818,1256698.19,0.3922737
-1849831.28,1232763.779,0.6263599
-2910674.02,3132850.711,0.65095013
-2916530.378,3127612.012,0.5233479
-1843848.441,1315664.164,0.439498
-2636318.247,3065973.077,0.61785555
-1873325.436,1342153.051,0.11380166
-1897633.269,1389421.945,0.17060211
-2050821.059,990235.7609,0.37280038
-2114315.097,-325399.0011,0.800996
-3278460.69,3115654.165,0.37688884
-1865361.357,1272816.122,0.3638689
-4146262.934,3248965.173,0.5489182
-2054871.178,1289744.078,0.075164594
-1872022.311,1334509.286,0.47071517
-1892624.358,1240786.648,0.48085466
-3352164.459,2982074.408,0.62521976
-2033810.059,-435301.8339,0.69006914
-3766812.175,3046097.626,0.42941168
-2224936.124,113646.7197,0.58666843
-3887277.507,3185193.618,0.57402617
-2174467.67,-114605.242,0.017408287
-2237290.627,284233.0498,0.019323671
-2031288.502,-445900.6952,0.45769653
-1886252.641,1246008.488,0.48085466
-2109837.841,-370201.5251,0.8039511
-2249646.319,2150265.113,0.1379887
-1859344.631,-809888.0186,0.81341547
-3569990.481,3012966.761,0.14191593
-1840386.662,1241903.304,0.5711999
-2161019.228,745327.9074,5.262458E-4
-3320450.481,3043100.436,0.0815396
-2092191.031,-420491.1545,0.38352212
-1839451.685,1237823.997,0.6602914
-1858713.584,1258279.658,0.46445617
-2958340.589,3032000.421,0.6056865
-3624198.245,3010904.536,0.68715435
-3280391.535,2926655.776,0.13601524
-2077834.426,877645.6211,0.47231677
-3011897.024,3078229.139,0.27702352
-2121917.751,-297631.8983,0.57003856
-2002761.422,-518072.4634,0.0078025144
-1879572.033,1236484.891,0.5695589
-3217106.265,2926037.38,0.6540808
-1889570.446,1240301.197,0.48085466
-4003436.86,3240785.626,9.6960395E-4
-3989792.352,3133530.044,0.052258372
-2200466.718,102291.5062,0.6825365
-2961094.82,3009558.12,0.66527045
-1861621.632,1250276.355,0.5293852
-2101423.818,833970.8231,0.6635831
-2023252.829,-534592.9461,0.12632364
-2265058.545,2309623.47,0.327159
-1852365.124,1295439.996,0.42760605
-2171486.858,-50981.09024,0.7968231
-1837449.387,1288284.683,0.5261708
-2272961.003,2295336.412,0.3276575
-1947942.506,1287550.999,0.5561551
-2140104.977,1653886.431,0.75107163
-2381697.908,2779160.103,0.5878064
-1845077.154,1212335.418,0.45442852
-1987495.566,-526861.7982,0.28038615
-2902191.443,3063820.187,0.1361817
-2098175.472,-430736.7747,0.7949298
-1945759.716,1460159.888,0.47442126
-2084124.121,896125.708,0.16802354
-1863973.68,1258254.491,0.3922737
-3245720.176,2974662.238,0.6704694
-2040706.532,1600158.719,0.42207685
-1987033.144,-515354.9818,0.008164616
-2137586.876,756561.0561,0.10540422
-1863775.135,1284202.412,0.3891235
-1919030.768,1454769.293,0.5660366
-1881622.648,-654455.5079,0.7573874
-2909238.309,2984595.961,0.4763258
-3005430.414,3027732.723,0.5436783
-2087029.738,-507852.8746,0.6449593
-1867039.443,1220193.415,0.5965472
-3553158.912,2969296.2,0.59993464
-2080136.769,1494525.968,0.65849173
-1874810.877,-644055.9391,0.7715862
-2371074.723,2874784.783,0.63595194
-1914536.487,1420327.158,0.549301
-2866944.202,3119516.488,0.6941153
-1912752.909,1260803.32,0.2689795
-1881809.82,-740873.0233,0.019355673
-1865844.656,1221446.4,0.5965472
-3030702.217,3102293.379,0.4089422
-2095873.118,-528640.1568,0.040475946
-1890125.183,1415546.039,0.62210524
-1879181.164,1236171.605,0.5695589
-1897795.913,1372472.964,0.5464837
-2137627.013,1895125.5,0.19815731
-2232252.48,124777.8997,0.1650996
-2047010.996,-399766.8843,0.75787747
-1997351.503,1365572.418,0.69660157
-2113514.217,-314025.6586,0.7952479
-1849737.784,1304517.755,0.28679013
-3429203.856,3040783.594,0.5469986
-3751196.877,3077022.94,0.48435596
-2074844.925,830538.6048,0.722174
-2131596.543,819655.4783,0.65091676
-2039653.866,-543859.5046,0.01674151
-2247819.157,2198465.626,0.3854348
-2135126.113,768385.4008,0.021275276
-3298064.704,2991695.479,0.70528877
-2086178.19,807210.083,0.7199971
-2195956.45,-28979.59673,0.6745214
-1841671.888,1255792.394,0.51857656
-1987641.405,-536880.2715,0.16577128
-1839510.361,1313374.773,0.5393712
-3645961.85,3035909.588,0.6588991
-1986321.247,1317665.095,0.6067167
-1848878.345,1308818.634,0.28679013
-2306360.166,2222707.822,0.03366732
-1837648.89,1285542.118,0.5261708
-1920627.935,1248266.23,0.54702926
-3545304.18,3084993.341,0.659701
-2105796.302,-390560.7762,0.10214667
-2253780.676,180942.5936,0.025129186
-3509017.177,3045465.796,0.462195
-2988368.676,3179382.585,0.56107986
-1867131.71,1358369.797,0.023056768
-1991308.774,-472607.1187,0.08547384
-2839181.634,3020405.295,0.07957867
-3652568.274,3050271.838,0.61563945
-1877688.549,1244032.095,0.40107492
-1888372.217,1237189.435,0.6583446
-1880746.808,1375500.286,0.03585327
-1854580.058,1342625.33,0.47915053
-2742987.43,3112658.028,0.49879003
-1889993.564,1402482.814,0.7099438
-3527984.512,2992643.89,0.64384437
-1880642.897,1273145.146,0.48020297
-2002438.097,1149597.577,0.6474078
-1836862.439,1319950.308,0.5695928
-2048926.784,-433599.7609,0.2776785
-2043197.119,924831.9884,0.67101645
-2153597.852,-174338.8793,0.26997676
-1849390.361,1217739.098,0.45442852
-2768239.662,3101667.801,0.6151314
-1844765.796,1225922.541,0.49449962
-3680954.191,2999992.984,0.5841533
-2154507.402,-184582.6725,0.014269374
-2901802.738,3104898.108,0.47320667
-3378883.155,2921963.704,9.839076E-4
-1894100.456,1239831.339,0.6583446
-2494097.615,2907417.168,0.37448415
-2147786.689,780745.3075,0.015835641
-2247374.294,1938070.744,0.69335735
-3036368.77,3158269.574,0.32303694
-1899447.003,1250638.71,0.4503797
-2103009.13,842092.7596,0.6635831
-2936836.945,2996806.828,0.5253461
-1856507.744,1261129.554,0.46445617
-2159116.352,-195786.5654,0.019142253
-1947225.264,1276292.342,0.22921416
-1899954.935,1381942.178,0.17060211
-3451150.743,3034925.894,0.48646116
-2005729.922,1043434.259,0.65263283
-2141539.829,-209142.9343,0.7497457
-1847826.326,1247820.753,0.6161925
-2241001.093,182620.507,0.44280103
-2081741.784,831687.8153,0.67183346
-1859766.327,1249141.903,0.5293852
-1912830.401,1256689.068,0.2689795
-1864113.04,1280632.444,0.3638689
-2256047.673,88282.12981,0.30278826
-3009044.363,2992872.0,0.5448405
-1783118.028,-1286035.867,0.45232162
-1857164.003,1288648.668,0.36250913
-2030915.773,-510769.0412,0.0055985693
-1840562.689,1317125.297,0.5695928
-1895100.333,-585910.698,0.3699996
-1878942.938,1239981.693,0.5695589
-2046076.075,943225.0989,0.3606459
-3059725.814,3039788.044,0.4421816
-2215806.068,96060.27775,0.6997997
-1842934.551,1204051.441,0.535195
-2170053.248,564836.7954,0.76517266
-3251357.867,3009513.911,0.63953084
-1844487.965,1345137.529,0.51075006
-1847570.177,1284049.745,0.5009411
-2101393.901,832452.1625,0.65274155
-2097030.702,-471628.934,0.5068624
-2062006.551,863322.5605,0.76496524
-1875641.87,1284392.111,0.5038007
-3600724.555,3014058.057,0.58758473
-2069230.144,1402500.113,0.43134102
-1909968.664,1393397.237,0.22510034
-2129165.93,734070.6291,0.6332445
-1991117.923,-568946.389,0.19708578
-2081552.131,-395974.7365,0.26127288
-2206676.476,112122.7209,0.6828495
-2157050.465,-86530.65552,0.50106806
-3714453.405,3051459.764,0.4917701
-3727446.248,3109200.272,0.6619524
-2159063.341,-91035.21907,0.7173296
-2302841.172,2319285.533,0.14198261
-2955201.635,2984681.635,0.3591223
-1868882.29,1341651.886,0.11380166
-1882323.015,1387952.608,0.39161217
-3983866.058,3155767.446,0.38697335
-4252924.483,3234420.404,0.60131615
-1864862.149,1259046.811,0.3922737
-1851918.711,1204649.538,0.535195
-3807799.654,3170984.133,0.58140564
-4040114.198,3179273.205,0.53218997
-1859106.534,1269909.973,0.5175141
-3940296.786,3140363.013,0.42790475
-1897692.758,1422603.23,0.35527587
-2074767.802,947357.4952,0.0016073313
-2087856.597,850566.5461,0.70018727
-1854282.53,1295103.357,0.42760605
-1888189.027,1391488.463,0.29829496
-3362448.185,2942568.615,0.5159507
-1822888.307,1271254.556,0.38227138
-2077115.571,-541246.8553,0.0023905316
-3067706.431,3192463.53,0.7245409
-1847615.707,1259243.4,0.51857656
-3325710.001,3068862.334,0.075040534
-1925536.513,1394510.108,0.53946614
-1924484.204,1245594.924,0.54702926
-2975046.47,3116390.05,0.600827
-2097169.831,805583.869,0.6565289
-1890402.544,1250038.395,0.48085466
-2296095.763,2177065.061,0.100407764
-1856943.91,1276711.198,0.46969792
-2119569.834,-342510.6791,0.80701876
-2932866.38,3009653.283,0.42715582
-2102266.093,843314.8482,0.6635831
-2086550.195,854135.6039,0.6558402
-3306435.043,3039516.126,0.19561876
-1861867.301,1229645.887,0.514659
-2407246.668,2788744.207,0.57042605
-1864932.05,1378233.206,0.20869909
-1868888.403,1259264.069,0.3922737
-1912980.261,1250834.007,0.465026
-1900472.702,1408127.36,0.42326483
-1925118.482,1271598.251,0.33623406
-1860123.845,1293405.1,0.36250913
-1986769.272,1291571.927,0.6069725
-1883858.87,-674557.9614,0.736453
-2146094.195,-215411.8278,0.6578803
-3813370.208,3115807.465,0.41352394
-1867965.229,1232461.954,0.5287908
-1875909.426,-787261.8617,0.0035298585
-2649723.553,3156677.559,0.29744774
-1858311.661,1242843.963,0.5293852
-1899445.314,1429009.071,0.35527587
-2291491.675,2273512.671,0.23569675
-3948236.297,3180470.883,0.4922678
-1909178.668,1241803.132,0.465026
-2086004.534,-424037.8608,0.34353483
-3319447.215,2972903.799,0.6626789
-2064675.285,962910.3647,0.04805342
-2220554.681,1893268.683,0.5279765
-2036856.286,923380.0766,0.67101645
-2039282.964,-399791.7455,0.8061567
-1838158.352,1288539.516,0.5261708
-1865374.063,1263065.881,0.36116207
-2859450.584,3125053.336,0.71191376
-2876343.27,3116888.447,0.30027074
-1862542.129,1285876.328,0.36250913
-2087816.291,-609587.2323,0.015941788
-3208256.594,2956791.993,0.45170018
-2154120.159,-183344.9375,0.014269374
-2163287.975,-113948.4939,0.78518987
-1834762.004,1251425.42,0.59094983
-2890955.071,3120164.23,0.52375704
-2182666.684,674089.9092,0.2523548
-1932004.687,1258701.091,0.4834027
-1837269.923,1307705.569,0.5393712
-1856601.35,1367735.95,0.12614594
-2157141.952,-96170.43688,0.7173296
-1879043.925,1266114.174,0.54048437
-2149063.544,1618419.787,0.10466098
-1854985.549,1281577.457,0.46969792
-1845679.989,1213489.619,0.45442852
-3296601.581,2934024.584,0.3246374
-1937828.497,-549357.2713,0.0095811095
-4080448.961,3163119.26,0.046807606
-3315410.219,2916660.29,0.0030550112
-1912555.465,1386163.501,0.58548486
-2056868.143,1721321.386,0.6867914
-2211512.497,-3973.665591,0.5998233
-2160657.488,-80978.6704,0.50106806
-1883103.31,1234123.817,0.5695589
-3129946.464,2935752.298,0.6041622
-1901795.762,1393493.712,0.1201721
-2031836.646,958719.1517,0.64758736
-2066636.927,839965.9413,0.6771474
-2174659.474,627008.3197,0.6608282
-3882270.447,3099656.289,0.5351782
-3120221.685,2961855.777,0.5993199
-2038920.793,-627966.8242,0.0030640275
-2538045.477,2969610.644,0.1229945
-2426375.155,2849093.277,0.2707408
-2230075.285,257182.117,0.42694882
-2034643.834,1304597.71,0.47316688
-1878055.298,-690310.9085,0.7331363
-3624493.48,3016027.241,0.68715435
-3460213.325,2979673.672,0.4863459
-2158838.28,705117.4811,0.50726974
-2161444.015,675850.8432,0.6617237
-1865669.099,1337083.071,0.11380166
-1877842.783,1266974.203,0.54048437
-3117384.243,2980184.372,0.5806263
-1912527.367,-664367.8646,0.19368127
-2153352.35,-59675.97651,0.7615724
-1839091.136,1320735.231,0.5695928
-1855112.58,1334446.076,0.3234625
-2203999.276,-20255.01788,0.68917954
-3927812.003,3134290.018,0.50413066
-2293980.939,2223130.736,0.26424506
-3627094.803,3019476.064,0.67938954
-3372654.774,2977441.173,0.6459903
-2114831.485,-336568.0772,0.80701876
-2122389.542,-441332.5173,0.0059372974
-1876963.822,1290377.047,0.5038007
-4055786.399,3156520.679,0.37340543
-2159290.231,678033.9528,0.6617237
-1984724.126,-660052.4768,0.0017952914
-3302830.857,2988909.152,0.70528877
-3840751.269,3098693.182,0.656073
-2092703.324,786650.3274,0.69393116
-2077485.037,865262.2257,0.65408486
-1930318.548,1448422.745,0.29644382
-1873330.96,1268425.481,0.36116207
-1838107.735,1238990.071,0.6602914
-1843976.792,1242780.923,0.6161925
-3940638.583,3137567.738,0.42790475
-2058287.945,-391750.158,0.7913165
-3405977.888,3054145.436,0.5346002
-2071141.992,-555972.9387,0.006882126
-1864928.719,1230086.606,0.5287908
-2148594.408,691017.4427,0.72022796
-2938807.055,3098063.579,0.47760937
-2072832.337,849162.7898,0.6969762
-1893463.917,1247640.081,0.48085466
-1884900.262,1261811.344,0.61420894
-2025740.178,-535993.3133,0.071712695
-2115392.018,746092.896,0.6696217
-1858044.883,1306302.958,0.5468602
-2075751.098,-448929.8973,0.7588601
-1859833.607,1269299.505,0.5175141
-1868541.745,1327604.46,0.47071517
-2968270.069,3120606.918,0.600827
-2021391.11,1235157.857,0.4810657
-1852680.86,1275875.044,0.46969792
-3411855.711,3087983.0,0.67166513
-1897657.44,1371798.849,0.5464837
-2272479.541,2127927.779,0.50432974
-1974402.392,-520283.6508,0.02179818
-1836543.984,1235588.287,0.6602914
-1996374.04,1167221.227,0.6663234
-1903240.176,1370605.674,0.5464837
-2008259.019,-526920.1781,0.004262447
-1834706.652,1334785.662,0.5411667
-1873567.415,1382181.341,0.5374292
-1849087.971,1239897.104,0.6263599
-2228966.387,3634.422654,0.0021939413
-1912176.016,1270877.128,0.58710945
-2061403.019,1401404.266,0.5268095
-3137745.435,3005489.459,0.68360674
-2114019.418,803776.4995,0.56864065
-2046158.032,908255.7024,0.66372144
-1846377.228,1201712.413,0.535195
-3378124.488,3027289.095,0.10917377
-2238073.349,88756.5114,0.52044
-3279452.42,3024633.558,0.7313802
-2363955.774,2769623.526,0.5401228
-3060338.986,2999997.408,0.63165
-1870886.654,1249158.532,0.42643234
-1801679.552,-1210050.689,0.65013456
-2992683.542,2953218.978,0.26564112
-3294303.256,2902655.349,0.017178658
-3078133.42,2975974.219,0.39552596
-2036821.555,-537606.5166,0.01674151
-1829022.905,1270855.441,0.38227138
-1843209.277,1308852.482,0.28679013
-1995131.412,-513283.3109,0.0012447527
-1855196.823,1243784.595,0.5293852
-2062503.336,-441434.1916,0.7534621
-1849563.949,1243436.536,0.6161925
-1994154.055,1339932.225,0.6372891
-1859602.163,1214430.531,0.5543314
-2713421.687,3038975.287,0.61433333
-3376562.747,3026651.693,0.17075415
-2004794.765,-463632.7334,0.21022327
-3709473.377,3106014.579,0.61639327
-1849068.48,1298079.732,0.38331646
-1884847.219,-602734.5381,0.0014188003
-4031101.277,3216095.149,0.45161736
-3308937.024,2988564.654,0.69442046
-1837123.054,1237648.486,0.6602914
-2999306.105,3087955.626,0.2508496
-2086613.497,-494975.95,0.20594804
-2229586.626,1902487.895,0.6383776
-2400008.516,2791446.158,0.57042605
-1883171.336,1243176.855,0.40107492
-3142391.9,3118663.556,0.1879
-1894757.266,1375581.111,0.12840582
-1880459.5,1265497.171,0.54048437
-1869157.102,1385497.636,0.5374292
-1867689.535,1239844.702,0.5287908
-1807897.328,-1223136.969,0.70590436
-1854402.95,1311389.407,0.5468602
-3593524.917,3030993.893,0.20736949
-2252395.519,241376.4656,5.4168503E-4
-3965019.398,3266403.755,0.0158431
