Longitude,Latitude,Pycnopodia_helianthoides logistic values
-1831310.246,1287133.975,0.087881066
-2069173.591,-546794.9741,7.0841826E-4
-1934570.069,1263695.322,0.0643107
-1856259.795,1238071.957,0.072538376
-1831543.595,1293331.231,0.087881066
-2201368.365,64499.0626,0.06715624
-2135529.078,-274502.5014,0.004123446
-1869315.828,-834767.7553,0.0017890062
-1879479.38,1232957.746,0.08646922
-2286959.585,2637836.364,0.10185965
-3957350.065,3172099.285,0.13014723
-2078494.386,1725839.132,0.066420086
-2961185.527,3257202.408,0.09847597
-2185986.964,-482.9762851,0.049811214
-1882964.223,1231605.037,0.08646922
-1900922.251,1271375.919,0.15851822
-3298478.341,3066943.168,0.02614591
-1851037.217,-997923.7854,7.83846E-5
-2171248.546,-74739.55273,0.040525038
-2118105.346,-391996.2665,0.0019455221
-2232361.96,140444.6409,0.028333494
-1872347.609,1313786.962,0.13609074
-1889830.055,-714280.8652,6.031987E-4
-1815837.15,-1172175.213,0.00528481
-2983901.584,3004703.205,0.03251941
-1859737.1,1228835.178,0.1639578
-1862642.949,1283762.828,0.076713115
-2080451.089,1802519.586,0.03705472
-1873517.979,1307816.284,0.13609074
-2052678.276,-425444.5183,0.0022708452
-1834078.784,1283329.989,0.087881066
-2914161.473,3075893.458,0.02736215
-2036930.526,1279343.29,0.021046294
-2169234.482,-126760.5163,0.04394483
-2202004.866,2422821.166,0.24683453
-1902407.439,-654688.4064,0.001360194
-2029596.184,-424469.9396,0.023130387
-1879757.718,-683809.1068,0.014624881
-2017632.274,1252960.201,0.028853003
-2316724.271,2669085.959,0.029004415
-2022726.269,1316287.536,0.056893855
-2100471.071,1910284.025,0.21481746
-1868497.274,1352777.83,0.0050878557
-2149536.177,-274235.8811,0.0012167378
-2034044.724,1249447.662,0.0064642727
-2169532.589,-127483.9103,0.04394483
-2175153.496,-97596.91717,0.023830695
-2154378.312,-78249.55006,0.0459042
-1846335.207,-917048.3109,9.329874E-4
-2089081.696,1764034.924,0.034310184
-2083969.68,892056.2205,0.0070280135
-1896523.76,-557538.4969,0.0012575526
-2098291.412,1438630.984,0.014026784
-2174100.009,-57633.79027,0.038535807
-1864742.447,1260432.248,0.052740257
-1906347.846,1408295.168,0.1238322
-2004134.597,-691165.5379,1.819937E-4
-1855287.115,1283462.533,0.076713115
-1841801.725,-899759.0611,0.00698187
-1900711.315,1412308.256,0.038158644
-2235128.081,2142052.121,0.007899014
-2189090.64,-130676.8509,0.003932674
-2098514.712,2122328.548,0.21340528
-2017253.033,1129728.824,0.04805419
-2086155.328,-602460.813,0.0014467728
-2121380.015,1489765.564,0.0018201574
-1864805.519,-819185.7897,7.003137E-4
-3420054.834,3094576.43,0.12289366
-1846572.525,1315454.729,0.03710469
-3607096.343,3115349.306,0.22315627
-1875004.869,1339103.107,0.036973115
-1888542.234,-602091.4084,5.8870883E-5
-3087798.462,2970371.046,0.06344417
-1883940.101,-743579.2136,3.323507E-4
-2293064.071,2525116.628,0.018923195
-3528864.229,3209459.552,0.07679465
-3003481.493,3163706.517,0.066183165
-2318078.967,2595735.395,0.0025451994
-2037436.524,-422205.5158,0.010243599
-1994165.921,-468149.3298,0.0016125658
-1851700.42,1317007.313,0.03710469
-2003143.1,1233090.524,0.03855226
-1921154.004,1420087.757,0.022507202
-1917282.79,1416996.309,0.022507202
-1970750.429,-657154.0675,2.2378397E-4
-2080938.961,1636646.872,0.11625392
-1875609.868,-643890.7135,0.01791565
-2109009.299,1763673.755,0.03414258
-1985287.775,1253501.92,0.10661106
-3509596.821,3215443.296,0.08437924
-2003810.956,1246069.334,0.038776018
-2435937.689,2799586.493,0.026269415
-1870518.069,1343252.889,0.008739963
-3008200.29,3009672.671,0.062191743
-1857322.256,1357386.789,0.026244093
-1858871.208,1233941.961,0.072538376
-1969283.169,-481211.1951,0.006234245
-2050977.523,-530585.2502,0.0019703417
-1845297.938,-961516.2431,2.2617188E-4
-2032146.434,1151563.794,0.033584084
-2316403.408,2298786.142,0.003413558
-2029124.725,-508881.9012,1.661881E-4
-1888506.637,1256647.49,0.070177145
-1841218.098,1230468.712,0.10522795
-1880337.888,1389948.937,0.027476683
-3106814.301,3094751.613,0.11736824
-2294487.742,2006007.77,0.0051804776
-2068125.853,-521147.8743,0.012588214
-2042894.291,918685.1237,0.070683256
-1907033.399,1382210.756,0.10827433
-1839167.669,1310103.945,0.06384818
-1865120.918,1255736.965,0.052740257
-1884951.852,1385789.136,0.007253971
-1886376.336,-643827.1189,0.0063754083
-2930980.259,3278962.576,0.10907572
-2900176.793,3113566.199,0.046992693
-1838088.066,1310332.673,0.06384818
-2283159.454,2484489.546,0.108496144
-2024458.301,-451289.476,0.0013604717
-3128421.513,3103238.659,0.028595904
-3888481.158,3137878.107,0.08408915
-2130972.659,1625451.516,0.057594717
-2069574.224,-397823.9985,3.5142564E-4
-1846452.368,1328034.604,0.07863267
-3023164.248,3059409.214,0.04076123
-3037176.135,3170712.722,0.06202516
-1995083.598,-594422.3952,2.4548793E-4
-3000632.408,3184302.219,0.08174278
-1920808.817,1420536.548,0.022507202
-1875889.272,-682372.1755,0.014624881
-1926164.179,-628241.4992,2.2398647E-4
-2061535.02,1454023.783,0.096110135
-1855318.085,1366755.131,0.01054453
-1855791.474,1234634.376,0.072538376
-1997132.47,1182377.164,0.053710304
-1846328.924,1221203.141,0.16005395
-2065004.215,-570365.598,5.7644973E-4
-3469404.986,3122733.171,0.1741802
-1882686.535,1390527.397,0.1825399
-2080420.386,1784461.231,0.07293534
-2088118.379,-482474.5759,0.0039061613
-2345843.744,2619586.538,0.0026526756
-2118821.821,1819542.8,0.02922548
-1931881.337,-530296.3153,3.886455E-4
-1885714.768,1230543.531,0.087815545
-2064059.978,-599065.155,4.9741403E-4
-1858386.785,-754867.839,0.020259894
-2080954.022,1751656.998,0.044244926
-1850859.264,1260183.658,0.085992105
-2174892.983,-117743.2501,0.0038689733
-1907023.156,1423324.948,0.083051234
-2267598.966,2342101.508,0.08587533
-1862104.118,1338313.503,0.048840404
-3396355.712,3076897.603,0.06238016
-1934209.729,1462230.758,0.021792175
-2062926.775,1631150.684,0.13963021
-3318520.279,2917852.077,0.009126303
-2203153.799,493196.404,0.04717439
-1831064.64,1332041.85,0.08529329
-3715536.457,3021966.821,0.0461516
-1937366.603,1410887.61,0.113626495
-3069618.281,3138885.204,0.054532673
-1894438.897,-682288.3228,0.0058422843
-4168486.707,3184303.777,0.030232456
-2991786.403,3125783.027,0.055438552
-1867126.707,-802809.5621,0.007197409
-1852746.528,1284002.192,0.076713115
-2230702.889,73039.74109,0.030574229
-2091438.65,1646853.955,0.07050262
-1935532.136,1268677.093,0.0643107
-2070692.691,894798.7842,0.016816791
-2108394.771,1480665.405,0.0049793576
-2047681.065,1364375.458,0.032490276
-1851762.634,1334466.907,0.07863267
-1882029.962,1356973.625,0.021875655
-2068846.959,1724743.976,0.8484067
-1916960.651,1438395.921,0.050081894
-2086686.392,1802179.567,0.03705472
-2152848.803,-230738.5041,0.0016200726
-3711427.586,3023337.8,0.0341337
-1860418.345,1342399.124,0.048840404
-1832325.528,1321538.21,0.0967166
-1886688.218,1391060.851,0.0281544
-2931933.502,3083672.176,0.043397386
-1919498.809,-526814.2229,0.0013596152
-2028449.04,1594887.084,0.19960383
-1853393.449,1289088.607,0.076713115
-2029605.736,-501600.3049,1.7854465E-4
-1857599.541,1223133.276,0.1639578
-3732713.844,3021098.426,0.052777555
-2280934.987,2502484.834,0.10961333
-1882095.21,1350582.504,0.021875655
-1889760.532,1237264.291,0.087815545
-2289491.355,2501596.933,0.10961333
-2174818.857,-45057.35799,0.051482853
-1873883.626,1272096.534,0.09603109
-2050160.206,1137813.184,0.001908708
-3484165.356,3023595.467,0.05860696
-2085391.033,1728386.749,0.066420086
-2144411.938,-233838.5538,0.0074204975
-2953039.652,3129703.116,0.09970254
-2290404.644,2172016.769,0.010670772
-1842636.067,1291411.405,0.0851362
-1880691.245,1274632.01,0.089870594
-1853289.689,1235306.5,0.072538376
-1887090.347,-647507.4363,0.0063754083
-3909856.159,3121889.743,0.082173795
-2089593.896,1787916.679,0.024974238
-1843814.447,-874632.5901,0.024128353
-2214343.389,2508720.747,0.06489004
-1962449.553,-622571.7698,3.4919957E-4
-1862458.664,1231019.687,0.072538376
-2090380.198,1708181.827,0.05443863
-1901349.662,1261757.544,0.15851822
-1880828.426,-667502.9371,0.016596977
-1848238.126,1330926.511,0.07863267
-1846344.498,1244933.894,0.14141132
-1831370.902,1241114.899,0.19545986
-1844427.089,1317449.283,0.03710469
-1984043.738,1144066.807,0.10351954
-2094680.967,1490455.242,0.03218608
-2096048.877,1722477.362,0.036238946
-2070370.852,-745747.4807,1.9594913E-4
-1944804.625,1414154.112,0.23835598
-1833237.895,1326205.64,0.08529329
-1865457.123,1249319.372,0.055647247
-2134944.391,1681026.724,0.038061373
-1952570.276,1273581.119,0.07148717
-2070128.003,-572266.0351,0.0013314479
-2103319.088,-409169.4407,0.0017165003
-1912727.204,1268734.86,0.1064503
-1909596.742,-566128.1685,8.20035E-4
-1835421.993,1258480.013,0.1634802
-1886237.557,1394441.162,0.0281544
-1873270.661,1246277.758,0.055647247
-1919268.122,1434529.719,0.050081894
-1876621.865,1255217.029,0.06507835
-1821595.219,1273983.209,0.121318236
-1915272.436,-559741.9482,8.20035E-4
-1883271.476,1398004.061,0.1825399
-1833417.919,1247998.824,0.19545986
-2043173.882,1388072.898,0.05695532
-1929717.968,1262165.894,0.0643107
-1875642.301,1386101.399,0.027476683
-2072365.277,1800985.453,0.07494381
-1869508.989,1286615.762,0.069849856
-1857769.572,1326839.828,0.017238395
-2012884.141,1131966.514,0.04805419
-2297595.028,2392747.865,0.02446102
-1838465.736,1232883.114,0.10522795
-1877328.279,-680523.0755,0.014624881
-1899044.119,1427847.645,0.06815854
-2335117.021,2695546.298,0.04181679
-2944831.756,3199392.237,0.10820736
-1874175.576,1363923.976,0.009081046
-1871107.675,1281129.556,0.07071695
-3030568.859,3033551.274,0.041932162
-2078507.855,1679672.515,0.055852383
-3334580.581,3007303.797,0.13704972
-1986636.449,-591588.3206,0.0046616164
-1863610.62,1232584.937,0.07695382
-1861936.029,1247171.812,0.093286455
-1897589.59,1263550.294,0.15851822
-1865412.255,1237237.202,0.07695382
-1890177.343,1248142.839,0.056066982
-2121037.775,1503241.542,0.0019541518
-1865364.555,-806865.5197,0.0031082171
-1807067.111,-1084293.109,7.422352E-4
-1854005.92,1247530.287,0.093286455
-1945427.648,1288842.973,0.08857166
-2005000.898,1325551.568,0.050144404
-2079593.362,1376582.571,0.0021598698
-2071803.743,-520732.5694,0.012588214
-2095453.444,1682909.472,0.058190957
-1876119.169,1243820.496,0.04672818
-2267521.887,2312882.099,0.054761626
-3561926.048,3048394.543,0.03881123
-2076940.547,1658400.779,0.1380972
-2124424.399,718634.4518,0.073656455
-1837427.558,1263393.539,0.101757206
-2100022.463,784392.8385,0.04937289
-1921704.41,1401011.206,0.024118107
-1931004.23,1405256.734,0.113626495
-2056199.93,1462622.35,0.07900092
-1844936.92,1324301.789,0.03710469
-1871933.332,1255377.47,0.052740257
-2305518.801,2308421.287,0.009378766
-1873833.066,-659694.2511,0.01537349
-1851741.879,1219631.46,0.16005395
-2072914.862,1668444.109,0.10497424
-1882335.314,-613213.0623,0.003804335
-2975597.147,3093841.765,0.04325139
-2752840.916,3064492.398,0.04882763
-1976877.108,-591822.125,5.729816E-4
-2080678.986,-447549.5851,0.014216861
-2083792.415,1804566.354,0.03705472
-1866283.178,1340511.55,0.008739963
-1872562.634,1230229.954,0.07695382
-1874158.748,-768014.7069,4.0540323E-4
-1866316.276,1289966.077,0.069849856
-1839090.8,1236767.639,0.10522795
-1836089.761,1295484.156,0.06721562
-1984947.951,-533118.6262,0.0015597672
-1834519.205,1302426.681,0.06721562
-1854709.11,1230419.264,0.072538376
-2113904.072,1495229.669,0.0022654373
-1927202.094,1438927.255,0.050081894
-3683320.087,3055254.16,0.09236104
-2124294.845,737596.1981,0.04340334
-2148520.405,1855319.304,0.017138947
-1863871.258,1283344.647,0.069849856
-2951745.552,3029954.989,0.06644505
-2111424.419,-309480.3115,0.039244764
-1949862.23,-485554.0482,0.010537704
-2075952.346,989104.5099,0.0028695015
-2092820.729,1834456.528,0.084108636
-1856545.705,1317654.884,0.024722984
-2000669.046,1271451.323,0.055096455
-1869346.808,1263724.364,0.058547236
-1912157.442,1253850.345,0.06439022
-1887094.249,1374172.636,0.008940508
-1917636.779,1270869.341,0.059054933
-1886866.841,-642138.6221,0.0030954874
-2735945.8,3025615.394,0.036445577
-1930913.194,1478465.428,0.09219953
-1811333.193,-1068205.145,4.7438976E-4
-3467530.148,3044389.136,0.08833908
-1858875.316,1291932.907,0.076713115
-1890736.283,-576320.9182,0.007643806
-3522704.652,2972719.454,0.044742186
-1850735.734,1270689.831,0.12235743
-1844749.167,1222167.131,0.16005395
-2017370.08,-455425.3586,2.2270896E-4
-1882897.133,1357144.697,0.021875655
-2956407.17,3187018.198,0.11220595
-1891584.073,-673968.4809,0.0058836336
-2163148.648,-118774.709,0.04394483
-1831477.193,1328242.542,0.08529329
-1859649.019,1291183.127,0.076713115
-1933887.909,1448257.026,0.01873341
-1904290.113,-575560.2277,2.7286654E-4
-1897469.014,1407280.596,0.054451264
-2161117.04,683525.8932,0.074155234
-1884484.476,-627274.9955,0.0010906205
-2027353.963,-482982.1197,3.4459252E-4
-1858631.839,1273696.127,0.10085563
-1911713.301,1260687.532,0.06439022
-1888266.697,1238148.064,0.087815545
-1869724.401,1233719.101,0.07695382
-1881856.731,1342714.526,0.036973115
-1861684.493,1360751.253,0.01054453
-2277877.531,2408181.523,0.118282184
-1863374.539,1235756.721,0.07695382
-3095559.573,3114165.59,0.03922756
-1883457.464,1247133.887,0.04672818
-2932793.807,2932499.454,0.0053028725
-3237154.925,3113963.477,0.02458154
-1819991.077,-946100.8611,0.033639867
-2116272.854,-294401.7139,0.053988174
-1876688.299,1290565.735,0.1528083
-2907843.299,2994017.388,0.056491386
-1863009.049,1273735.728,0.10085563
-1875817.848,1373867.146,0.005145865
-3855515.402,3090600.392,0.09053165
-2094540.907,1771401.488,0.03482295
-1853178.405,1350072.162,0.026244093
-2055170.488,-578125.2327,4.2506563E-4
-1886115.516,1411898.519,0.068719424
-2136123.123,-260487.5796,0.0052868496
-1905433.668,-689829.3846,6.419786E-4
-2122779.224,1850273.387,0.08659849
-1850328.76,1253657.237,0.085992105
-1886755.316,1358920.863,0.07116783
-1837346.648,-970961.771,0.0013770041
-2802242.266,3070331.558,0.030830486
-1910578.519,1255177.403,0.06439022
-2173454.364,2317976.705,0.23412631
-1857138.667,1243406.394,0.093286455
-3632452.623,3015302.253,0.119549364
-1872770.424,1352277.165,0.0050878557
-1851703.265,1258920.461,0.085992105
-1861428.672,1252431.614,0.09006056
-3389486.59,3060640.978,0.046422023
-1913886.447,-567546.7027,8.20035E-4
-1861001.855,1255801.99,0.09006056
-1846864.217,1290807.336,0.0851362
-2250083.61,2399386.752,0.059518684
-2188537.537,-53329.96537,0.026372157
-1879935.551,1252759.75,0.06507835
-1852404.348,1231388.488,0.072538376
-1902113.374,-673204.6517,0.0012609328
-2807220.984,3281692.947,0.074907854
-1934901.502,-552222.9615,1.7512022E-4
-3051672.063,3095997.122,0.17969456
-1856545.84,1278981.603,0.10085563
-2256493.857,175495.2127,0.0051409844
-1991649.095,-467999.574,0.0016125658
-1932714.175,-519679.331,0.010351
-1884490.042,1379831.949,0.007253971
-2003051.576,1359303.445,0.07721912
-2143797.905,1626926.182,0.02026727
-2963581.294,3094028.141,0.04624186
-2119386.487,1494172.132,0.0022654373
-1870975.584,1343274.146,0.008739963
-2971203.541,2944555.8,0.007801867
-2054045.957,1430202.383,0.09531353
-2084491.318,1442272.13,0.023804234
-1991782.222,-461227.6368,0.0016125658
-1890031.214,-669494.2918,0.0058836336
-1908324.695,1255581.634,0.06439022
-1998170.658,1242909.178,0.06978546
-1850680.545,-874729.6873,0.024128353
-2173035.395,-81699.6296,0.018444741
-2091683.804,-467307.0081,0.0049066595
-2093521.864,930730.554,8.6864096E-4
-4263747.678,3214090.845,0.017978936
-1855714.457,1244135.839,0.093286455
-3938737.837,3222088.63,0.095728785
-3613228.529,2961386.902,0.014452775
-2104178.083,1685368.695,0.033774547
-2228358.324,266253.7395,0.023651129
-3191260.317,2969842.919,0.05718391
-1866377.128,1275394.109,0.07071695
-2054500.474,1000989.709,0.020236172
-1872633.32,1306807.698,0.13609074
-1875867.278,-603169.9632,0.004123456
-2720049.515,3012365.451,0.045863017
-2259130.124,2349400.549,0.02502565
-1845538.454,1275288.495,0.12276535
-3128445.351,2916468.811,0.0076496205
-1866069.353,1272079.479,0.058547236
-2123640.602,-375457.8556,0.018442204
-1869319.098,-764762.0477,0.0016361667
-2183905.058,-68805.71312,0.009512478
-1876996.363,-775198.9024,9.4202225E-4
-2177913.349,-129436.7825,0.033478938
-1888644.23,-579595.2901,0.0017364959
-1838684.201,1252833.745,0.1634802
-1990664.199,-525097.9093,2.0145938E-4
-1868471.743,1238775.987,0.07695382
-1839735.394,1298844.336,0.06721562
-1889255.307,1261749.514,0.15381242
-1925385.911,1247500.298,0.09802942
-1875041.862,-651166.3897,0.01791565
-1877357.327,1353360.196,0.021875655
-2074029.627,1627895.103,0.1510945
-1946465.907,1281463.624,0.048858248
-1900471.421,-563143.9243,0.0012575526
-2080287.251,864062.984,0.037079446
-2071739.488,839865.9286,0.071711436
-2070740.509,1469361.213,0.08268206
-2435427.887,2803516.211,0.033206422
-1894120.313,1397291.045,0.0281544
-3211919.45,2991669.67,0.09587506
-2170222.435,-92655.83583,0.026224721
-2085564.876,1685109.248,0.055852383
-1863888.307,1328048.799,0.03596859
-1862685.694,1281543.145,0.10085563
-1872224.986,1302182.094,0.06484317
-1871662.619,1226204.227,0.108173035
-1910453.448,-653565.6636,0.0012621119
-1833453.89,1262328.848,0.101757206
-1879771.743,1372608.879,0.005145865
-2012120.616,1343040.936,0.07510496
-1860870.71,1263595.971,0.105166346
-1847884.013,1311871.415,0.020664506
-2134282.271,-271882.4882,0.004123446
-2070697.748,-623249.5259,8.226373E-4
-2009475.859,1207763.013,0.039590053
-1864353.921,1284497.504,0.069849856
-3431197.014,3049911.661,0.060199272
-2070611.242,1404827.377,0.019489657
-2094760.893,1401811.262,0.0021738654
-2094031.621,1530543.717,0.08939893
-1906226.109,1380427.68,0.10827433
-2373222.388,2626842.599,0.0042674914
-1998549.898,1298442.619,0.020883484
-2054533.768,-584230.1779,4.2828667E-4
-2228937.917,2477077.287,0.08503808
-1998756.064,1203198.988,0.057968426
-3081147.488,3064681.511,0.10466827
-1940855.33,-632925.1778,2.0427228E-4
-3932659.092,3264608.018,0.084226295
-2253448.455,2369998.988,0.014681611
-1859092.492,-745598.8868,0.02571702
-2253801.219,2251752.067,0.08399031
-1894295.827,1398466.862,0.0281544
-2904248.22,3030183.013,0.047143973
-1827335.465,-1002544.003,0.02783738
-2068205.586,1458719.652,0.07876469
-1859495.659,-812929.3804,0.030266777
-1868056.402,1257859.832,0.052740257
-1887784.563,1254184.88,0.070177145
-1881469.552,1339997.207,0.036973115
-1878384.749,1338227.397,0.036973115
-1850354.67,1291060.78,0.0851362
-2178138.338,-41096.27471,0.063119926
-1862956.76,1284823.864,0.076713115
-1871006.959,1259172.069,0.052740257
-1872937.9,1255764.426,0.052740257
-1895518.155,1393170.36,0.01127971
-2181015.385,-57316.31236,0.038535807
-1790968.416,-1151284.481,0.0042235553
-1827148.124,1207788.33,0.07404053
-2159073.836,-241103.9613,0.0014251886
-1878708.939,1269579.357,0.09603109
-1858694.185,1356465.742,0.026244093
-1865648.589,1293760.067,0.06484317
-1921924.906,1462017.612,0.12967528
-1838981.025,1243363.274,0.19545986
-2032056.396,1341997.133,0.036522627
-2121104.44,-338210.7949,0.02721239
-1905627.058,1244793.397,0.06252561
-2235300.521,440609.296,0.003500382
-1994082.006,1179204.297,0.053710304
-1928790.589,-623788.7501,2.2029583E-4
-1828188.662,1205395.688,0.07404053
-2058689.428,983838.0287,0.008749393
-1878106.972,-612223.3576,0.003804335
-1922130.962,1390665.606,0.08599501
-2095765.857,1650590.879,0.07050262
-2873198.318,3079149.109,0.042735353
-1876501.509,1273745.482,0.089870594
-1860742.353,1237198.77,0.072538376
-2244167.176,2199420.365,0.05810058
-2081484.521,1434617.657,0.023804234
-1927083.465,1456853.789,0.12967528
-1858024.853,1219071.92,0.1639578
-2187257.515,-129005.2976,0.002756099
-1905208.371,1376951.289,0.053522237
-2437661.945,2758428.608,0.015551731
-1868713.015,1218999.839,0.108173035
-2198226.281,-27707.70872,0.04586706
-1889281.183,-603884.0216,5.8870883E-5
-1865865.415,1264353.914,0.058547236
-2229060.449,352910.9289,0.06519755
-1996362.584,1228247.953,0.061735455
-1866045.338,1241657.768,0.055647247
-1878339.132,1369289.655,0.005145865
-2118314.715,1750487.221,0.055040825
-3003590.116,3237836.591,0.10606222
-2334304.194,2685933.72,0.033985753
-2075736.674,-532180.7042,0.015155174
-2030138.958,987810.2887,0.029021641
-1887587.693,-607870.8209,5.8870883E-5
-2090198.054,809888.9813,0.051054474
-1910216.929,1250764.201,0.07081104
-1864976.919,-729547.633,0.006608797
-2082237.225,1721837.495,0.066420086
-1820413.927,1206634.287,0.07404053
-1869094.372,-738174.831,0.006608797
-1877727.274,-795999.7712,3.3539426E-4
-1800828.739,-1114224.798,7.642917E-5
-2014471.759,-448435.3464,0.003915178
-1959068.249,-534918.0624,3.0837563E-4
-2923090.731,3111310.471,0.051446147
-2037176.876,-408873.9138,0.017275842
-2989107.91,3246826.73,0.14045854
-2160809.608,-340655.8818,8.54829E-4
-1937483.68,-636745.9872,9.4276096E-5
-2118222.973,1573250.441,0.1153029
-2012973.22,1173074.14,0.023055485
-2224626.276,1799525.49,0.0053204536
-2112683.879,1719877.969,0.021534117
-1855557.498,1239706.372,0.072538376
-1981525.628,1198695.326,0.06892455
-2055332.895,1416277.921,0.08096441
-2196322.847,1776457.545,0.0064623626
-1859457.149,1319293.102,0.024722984
-2081974.643,-449209.7734,0.014216861
-1879889.252,1373252.855,0.005145865
-2290823.225,2375276.719,0.030218372
-2167320.513,-171617.2799,0.0024432286
-1802686.025,-1233858.281,0.019885821
-2169255.504,-105055.2177,0.043720204
-2209717.252,94415.7562,0.07988974
-1865408.048,1363095.825,0.0042576334
-2965833.433,3124170.241,0.095458396
-3487791.652,3052697.786,0.09526931
-2091287.762,1520394.352,0.08148415
-1866912.404,1264716.707,0.058547236
-1864095.781,1275161.142,0.07071695
-1836532.918,1308217.819,0.06384818
-1845070.508,1245897.532,0.14141132
-1884988.926,1389417.858,0.007253971
-1861992.729,1292516.932,0.076713115
-2159726.947,-184549.7427,0.0037661057
-1874664.997,1270872.617,0.09603109
-1834925.736,1267826.803,0.101757206
-1987487.128,-453696.6086,0.021030745
-2238323.373,71634.16884,0.0092390515
-2064247.149,-455626.832,0.0011002137
-2147775.78,-309802.1588,0.0011143072
-1882915.129,-744200.0733,3.323507E-4
-2080091.623,-603489.9444,0.0014467728
-1864886.013,1242142.42,0.055647247
-2308035.507,2347369.538,0.014613396
-1838771.166,1233526.134,0.10522795
-3519126.157,2997396.746,0.058222357
-3057473.646,3030475.269,0.055171274
-1993824.872,1197663.828,0.057968426
-2197576.039,47529.70367,0.05168412
-2935467.846,3055872.525,0.057370245
-2252935.364,2179730.708,0.021001762
-1888810.535,-686855.4383,0.0064579383
-1868264.87,1286550.878,0.069849856
-2099229.712,-404706.5656,6.088649E-4
-1851347.073,-835016.6737,0.024690455
-1848264.309,1230092.838,0.20697984
-1862215.743,1236393.69,0.072538376
-1979885.789,1304841.319,0.04445214
-3701939.382,3075845.263,0.09306458
-1868838.632,1296063.15,0.06484317
-1842151.135,1262381.487,0.12235743
-1891943.712,-697728.1125,5.9198134E-4
-2008966.032,1122338.521,0.03823987
-1878985.762,-669758.2513,0.016596977
-1847979.542,1229242.257,0.16005395
-2048500.927,-392541.1247,0.021976862
-1954027.25,1485808.955,0.25591466
-2278218.804,2314901.159,0.034722008
-2109051.523,1669735.989,0.026383234
-2090037.867,1842339.272,0.11478171
-3588446.829,3059747.422,0.045134228
-1997391.829,1164630.242,0.07686472
-1855956.71,1309294.225,0.06094397
-3451992.151,2950667.891,0.031712737
-2424895.157,2759127.443,0.021276223
-1864906.133,1255225.11,0.052740257
-1856792.523,1359409.364,0.01054453
-1937554.327,1447193.838,0.01873341
-1933222.885,-533737.0299,3.886455E-4
-1909995.864,1385269.204,0.10827433
-2088972.252,1529283.312,0.08939893
-1858222.909,1287336.936,0.076713115
-1849869.904,1222046.979,0.16005395
-2142695.127,1684524.811,0.041174326
-2094533.595,-450708.5086,0.008276668
-1833276.907,1298455.095,0.06721562
-2050406.515,1041738.923,0.011339024
-2676921.969,3116795.989,0.011031118
-2244143.966,166553.3171,0.0123648485
-2086499.96,1719575.816,0.075036146
-2041088.54,-409869.3799,0.017275842
-1867586.428,1353009.529,0.0050878557
-1843756.956,1313081.864,0.020664506
-2095796.16,-413362.5402,9.7344664E-4
-1847881.128,-1227588.607,1.5485723E-4
-3666673.119,2990037.924,0.051899552
-1863236.3,1262677.873,0.058547236
-1845658.059,1335021.488,0.07863267
-2063053.312,-619140.1839,0.005410741
-1855119.459,1248489.292,0.093286455
-2093470.494,1415668.145,0.0049776565
-1876368.148,1377373.757,0.005145865
-1908333.388,1251320.656,0.06439022
-1877108.95,1235737.426,0.08646922
-2188458.058,11433.04498,0.052069556
-2134250.9,-280562.0903,0.002633439
-2044968.548,-601102.8809,0.0067209755
-1838300.679,1317203.797,0.0967166
-2164664.438,-64461.8291,0.052135386
-1876152.553,1285256.673,0.1528083
-3281206.109,3087730.199,0.030240446
-1835640.174,1322688.953,0.0967166
-1878891.406,-658039.9421,0.01537349
-1988926.443,1255363.277,0.10661106
-2126724.53,-372784.7573,0.018442204
-1864360.01,1261307.807,0.052740257
-2198218.45,-11217.80889,0.044282425
-1930619.923,1265281.23,0.0643107
-2050695.949,993047.2855,0.018233905
-1898947.439,-627588.6664,1.0334189E-4
-1996412.934,1117752.978,0.059558913
-1912687.599,1412098.961,0.09910895
-3180288.522,2973738.436,0.049339168
-1870634.187,1387447.603,0.08200226
-2069488.28,1697083.818,0.120651454
-1854172.146,1252653.609,0.09006056
-3211645.633,3087327.175,0.08239814
-2055961.069,1620330.336,0.10106512
-1897407.568,1375721.778,0.053522237
-2181865.612,1711183.673,0.011145909
-1920363.887,1426100.475,0.03434754
-1854086.41,-740689.1955,0.02571702
-2078087.479,1667712.941,0.053231366
-1844802.342,1267496.85,0.12235743
-2420808.916,2758045.486,0.021276223
-2158559.621,-63901.30976,0.06386683
-1837251.542,1234389.316,0.10522795
-1867706.56,1279889.264,0.07071695
-1887643.166,1368967.478,0.008940508
-2843118.125,3077832.277,0.031456403
-1891336.403,1402145.652,0.09235387
-1995645.06,1080675.836,0.07425056
-2075947.23,-405157.8205,3.5142564E-4
-2901811.227,2984111.413,0.03892368
-2067168.649,1661926.049,0.1380972
-1925545.782,1464361.167,0.12967528
-2310510.734,2510405.481,0.012799071
-1843660.95,1294095.676,0.038889386
-2091693.208,1888098.954,0.1590668
-2132307.486,-365912.5203,0.0018966007
-1898857.409,1391544.301,0.01127971
-2102838.582,1728455.083,0.02844635
-1882205.869,-643887.1412,0.01791565
-2050599.503,-403329.7285,0.014153345
-2199878.508,42226.49475,0.05168412
-1989012.934,1176641.951,0.0791222
-2026394.957,1081196.751,0.012538794
-1866077.884,-811316.9504,0.0031082171
-1865483.083,1258773.392,0.052740257
-2779509.253,3010115.768,0.009757963
-3396775.727,3025896.782,0.025354767
-1876329.9,1272927.329,0.089870594
