Longitude,Latitude,Pycnopodia_helianthoides logistic values
-1874346.438,1284928.446,0.1528083
-1895835.575,-679405.7998,5.4445793E-4
-1872140.5,1325898.598,0.03596859
-1862806.814,1317962.554,0.024722984
-1841082.51,1309297.953,0.06384818
-2015768.138,1345564.275,0.07242267
-1875485.983,-609102.1482,0.004123456
-1860896.893,1223368.047,0.1639578
-1865801.739,1303048.2,0.06484317
-3548399.408,2985149.873,0.060363017
-1894613.017,1360398.387,0.07116783
-1837054.1,1255710.09,0.1634802
-1856759.915,1290139.81,0.076713115
-3724888.092,3233447.58,0.0910201
-1868627.893,-832750.1938,0.0017890062
-1889983.989,1380962.472,0.007253971
-2915164.477,3072271.151,0.02736215
-1833562.874,-1139890.194,3.3900343E-4
-2893593.925,3282980.774,0.098271236
-2164385.065,-78186.45615,0.018444741
-1860049.749,-817385.7244,0.014785753
-2042476.101,956788.6861,0.02227696
-2010960.336,-499521.3892,2.3920287E-4
-2118834.246,1521472.101,0.021611419
-1847727.032,1321964.987,0.03710469
-1862104.83,1297791.159,0.085581906
-1880460.675,-697466.2621,0.0050525106
-2203715.857,21213.57389,0.05973797
-2177230.584,-283946.8451,8.911955E-4
-2109378.167,1774694.736,0.042239703
-1859762.57,1290381.407,0.076713115
-2172576.521,-78947.80061,0.018444741
-2029050.922,1116502.667,0.03439644
-1834192.012,1243672.753,0.19545986
-2090150.205,1384687.096,0.0018421158
-3149555.578,2901195.848,0.017011154
-1875570.639,1333178.092,0.0973458
-2100845.181,1690936.281,0.040985927
-3919661.389,3122468.72,0.08303563
-1866263.397,1229226.963,0.108173035
-1866880.737,1236770.058,0.07695382
-2016535.818,1343673.093,0.07242267
-1933947.797,-538740.7715,6.5058E-5
-1843037.583,1236296.065,0.20697984
-1875427.161,-773399.0099,9.4202225E-4
-1878608.652,-721495.6691,2.4703704E-4
-1832530.177,1240569.722,0.19545986
-1880218.836,1278031.043,0.089870594
-2163956.387,-161749.6543,0.0024432286
-1893708.973,1266698.238,0.15381242
-2253919.203,203086.927,0.004990403
-1865729.811,1290684.803,0.069849856
-1922870.028,1257599.295,0.06528696
-1869036.362,1246600.226,0.055647247
-1875781.964,1354526.452,0.021875655
-2089212.411,770009.2594,0.114735864
-3303423.446,3095347.347,0.025436802
-1965859.121,1305381.817,0.10776601
-1886856.783,-659925.1821,0.008496472
-2926163.141,2931122.218,0.0053028725
-2069699.458,-428128.745,0.0022396755
-1885879.275,-664445.6322,0.0058836336
-2072495.091,-592398.1067,2.292416E-4
-1792888.942,-1085225.488,0.009661181
-2166802.811,26129.2355,0.042170227
-2085825.162,1768394.662,0.068050966
-2922927.485,3081155.167,0.043397386
-2089975.914,1432248.043,0.0086053945
-2032776.776,1028896.038,0.031174965
-1882633.169,-684241.1278,0.014624881
-1846594.04,1283024.509,0.0851362
-1958187.207,1287770.089,0.057680607
-2099642.033,1827727.97,0.03743256
-2107258.733,1670417.768,0.026383234
-2183463.218,2628409.75,0.0434354
-2974806.631,3237345.414,0.09350773
-3568934.447,3021882.485,0.02651871
-2097131.173,1724619.493,0.036238946
-1991048.258,1291239.037,0.05131403
-2093976.91,881755.4469,0.008069327
-2049873.194,1621732.869,0.16136354
-2064632.076,1361960.342,0.016418029
-2240207.594,2307978.646,0.04201147
-1739644.507,-1236603.772,0.016207835
-2024220.4,-501826.7565,1.7854465E-4
-1858071.443,-743010.5845,0.02571702
-1866504.37,1220944.559,0.108173035
-2030320.059,1574990.399,0.22048056
-2013028.982,1328018.556,0.056623153
-1873584.207,1337480.121,0.008739963
-1877958.211,-594899.3866,0.0059976513
-2021919.453,1377350.722,0.08032297
-2933277.1,3265154.326,0.102092385
-1868098.663,1365934.036,0.0042576334
-2309024.372,2425491.938,0.015046938
-2114386.355,1673139.214,0.02659219
-1856696.388,1322976.129,0.024722984
-1975018.171,1294157.24,0.026480889
-1835906.577,1242791.142,0.19545986
-2095902.124,1930389.621,0.2561578
-1848982.442,1301557.052,0.038889386
-1916889.789,1244088.973,0.09802942
-1860857.231,1323869.063,0.024722984
-3955516.569,3196697.008,0.08169219
-1872178.321,1264865.917,0.058547236
-2070863.818,1763782.861,0.16276589
-1840423.909,1271914.011,0.101757206
-2234974.238,202914.151,0.07586637
-1835215.184,1322794.612,0.0967166
-1888197.544,-637203.7861,0.0030954874
-2086982.681,-555941.9321,7.923153E-4
-3051199.527,3035256.011,0.055171274
-1881774.18,1395666.0,0.1825399
-2182245.373,-65996.28025,0.009512478
-1914821.453,1381360.521,0.10827433
-1863541.662,1228824.376,0.108173035
-2040635.457,1279362.864,0.021046294
-3649071.533,3015179.51,0.10082504
-1935223.363,-619442.2487,1.4428806E-4
-2983455.84,3218742.451,0.07891117
-2181711.542,-294688.4567,8.2653685E-4
-3004017.932,3175513.03,0.07481658
-2059905.551,909359.4798,0.012739766
-2005372.378,1333651.084,0.072930515
-1923721.323,1452459.495,0.061745737
-2002052.92,-586867.491,0.0019816053
-3247894.674,2963561.803,0.09589531
-2161467.415,-250875.577,0.0013315865
-2137582.148,-240869.9118,0.01893592
-2169229.903,-163170.6082,0.0024432286
-1884494.335,1242155.486,0.056066982
-2489674.926,2902613.407,0.02848394
-1883162.458,-698198.8904,0.0050525106
-1858527.39,1310840.724,0.06094397
-2714752.918,2989020.16,0.007415674
-1899930.63,-644012.4541,0.0011645424
-2989470.091,3205286.169,0.089279585
-2943194.363,3226536.407,0.10287572
-2817603.183,3075717.486,0.0641493
-1871108.96,1229370.677,0.108173035
-2457886.827,2772985.294,0.014347942
-1816325.689,-1232726.135,0.013980875
-1871166.333,1257244.851,0.052740257
-1843736.582,-985302.5103,9.68209E-5
-2202926.303,-14144.20419,0.05000655
-1840334.125,1317678.331,0.0967166
-2954343.207,3114806.498,0.06006258
-1939786.744,1264533.339,0.0661303
-4258181.947,3294312.649,0.041280627
-2088917.864,877585.1444,0.008069327
-3285244.87,3012530.942,0.09270818
-2088010.915,1719496.159,0.046675403
-2063534.361,-609091.6556,0.0014430253
-2254412.149,2377515.03,0.017757732
-1854754.332,1248519.374,0.093286455
-1927601.022,1402781.643,0.113626495
-1844062.375,1232590.157,0.20697984
-1853372.323,-804594.9691,0.030266777
-2074892.022,1797673.252,0.07494381
-1876059.796,1284691.228,0.1528083
-1863246.294,1324760.751,0.08463659
-1863038.214,1237668.39,0.07695382
-1954245.002,1287968.758,0.057680607
-3100710.543,3133133.484,0.033088446
-1936009.089,1282767.032,0.08201969
-2244496.364,415772.1318,0.02143843
-2069101.431,-452091.0447,6.3078123E-4
-2283506.061,2259178.716,0.01447572
-1942194.502,1432818.938,0.109529294
-1868057.764,1302771.664,0.06484317
-2833001.769,3109785.594,0.026286978
-1901981.023,-674893.9963,0.0012609328
-1892392.235,-650176.9062,0.0063754083
-1936750.491,1406503.345,0.113626495
-1832121.169,1314129.45,0.06384818
-2067167.267,-472159.8233,2.7310124E-4
-2065472.423,-516204.3003,0.0042930758
-1898075.784,1411916.434,0.038158644
-1861095.476,1332061.569,0.017238395
-2181919.545,46375.13081,0.054145478
-1918019.881,1391713.326,0.08599501
-2062211.336,1700795.548,0.3116176
-2079625.143,1711750.409,0.075036146
-1942444.436,1458330.016,0.035678808
-2279981.019,2218554.248,0.041423794
-2145395.683,1790898.93,0.020301249
-2138712.451,1742185.502,0.050773878
-2160857.942,-89473.01909,0.04609601
-2096125.705,1826913.237,0.079317495
-1894631.252,1359255.453,0.07116783
-2061216.248,1462352.451,0.07900092
-1849710.968,1333756.872,0.07863267
-1834176.94,1332852.627,0.08529329
-1883535.733,1345389.077,0.036973115
-2980097.88,3230071.8,0.08036745
-3053752.645,3000174.381,0.06548531
-2023410.838,1006769.347,0.043537173
-1906163.035,1406491.219,0.1238322
-3281191.481,3035292.897,0.091578126
-1881955.592,-662109.6931,0.01537349
-1842857.593,1234875.61,0.20697984
-2098313.675,1716432.313,0.046675403
-1869316.991,1364691.822,0.0042576334
-2053777.583,-612528.3675,0.0015934685
-3285788.131,3129095.613,0.09853237
-1948552.445,1419778.94,0.23835598
-2299801.878,2169028.264,0.015184312
-1944000.908,1494893.108,0.26806104
-2011376.348,-573620.2046,2.3088149E-4
-1905617.181,-682210.5818,5.4445793E-4
-1853289.189,1233220.435,0.072538376
-1859749.212,1352516.948,0.026244093
-2922485.319,3077013.408,0.028545938
-1885470.866,1374148.411,0.008940508
-2186863.196,-61398.45338,0.006529916
-1887874.62,1383716.114,0.007253971
-3289417.887,2962052.441,0.086084165
-2083969.733,-483408.6846,5.636655E-4
-2279261.46,2208123.448,0.0358457
-1884624.958,-587663.9097,0.0017364959
-2027642.14,1285855.255,0.03237579
-2247106.312,221097.0453,0.03727605
-2073627.521,1636184.177,0.080222405
-2091681.523,1767827.237,0.03482295
-2012416.794,1027560.121,0.051432196
-2163499.693,-146788.0333,0.031905428
-1879859.566,1253767.121,0.06507835
-2075153.28,1454299.933,0.07876469
-2153448.086,-248096.0662,0.0013315865
-1868398.489,1332762.556,0.03596859
-2101068.984,1890098.233,0.11126147
-2148161.162,-281635.216,0.0010134104
-2237474.119,212114.9082,0.07586637
-2085040.539,1674458.821,0.04874376
-1860877.285,1311603.038,0.06094397
-1850200.467,1255914.664,0.085992105
-1880873.512,1289888.639,0.1528083
-1881788.537,1328629.781,0.0973458
-1802666.912,-1034671.424,0.030333584
-1899777.5,1393603.428,0.01127971
-2027992.558,-479334.4223,2.0332467E-4
-1836880.034,1318305.576,0.0967166
-1886726.456,-645302.0095,0.0063754083
-2279008.598,2375891.802,0.09253168
-3762511.379,3214754.156,0.10159736
-2059846.329,1387108.226,0.01897903
-3692390.345,3021916.32,0.0591998
-2097648.491,-490430.8866,5.6271686E-4
-1875418.158,1286166.549,0.1528083
-1892705.932,1230652.542,0.087815545
-3674956.147,3084040.417,0.13124849
-1938632.163,-631707.5524,1.3500519E-4
-1854213.281,1268701.102,0.105166346
-1812763.348,-1006115.565,0.03933192
-1832595.838,1263122.088,0.101757206
-1888832.14,1251632.74,0.070177145
-1879777.715,-668716.1892,0.016596977
-2989948.78,3080840.91,0.042651717
-2196273.916,-54011.66344,0.003792851
-2184162.351,-56771.37941,0.006529916
-1896836.545,1252243.264,0.08942275
-2490724.578,2867762.8,0.022305539
-1831890.314,1311104.13,0.06384818
-2884602.167,3042122.865,0.031452168
-2056346.886,1696970.068,0.1752255
-1855853.637,1273980.7,0.10085563
-3285680.845,3008786.144,0.09270818
-1878646.389,-681425.0445,0.014624881
-2140399.704,2055105.235,0.14300026
-2124475.946,1549751.288,0.010730661
-1856239.219,-779484.7359,0.03805424
-2024263.286,-431840.7369,0.011414032
-2126192.642,1502060.464,0.0019541518
-2098023.274,1447524.691,0.018677132
-2076738.712,-425492.7847,0.0022396755
-1839908.389,1246056.527,0.19545986
-1980442.961,1324207.659,0.08932742
-2989038.105,3104179.176,0.040496763
-1870025.537,1292816.845,0.069849856
-2042862.922,-416423.1589,0.017275842
-2111377.52,1769299.232,0.042239703
-1822152.312,1202542.504,0.07404053
-2945888.319,2963737.345,0.026977368
-1978026.902,-524852.099,3.12146E-4
-2998002.877,3168810.401,0.07481658
-1921000.156,1434271.061,0.050081894
-2085663.826,-506171.1048,0.008906702
-2066803.018,1801486.763,0.07494381
-1838441.865,1326236.807,0.08529329
-2952040.128,3032695.337,0.06644505
-2188829.892,2365383.071,0.21291187
-1870488.738,1278952.211,0.07071695
-1891266.406,1235453.78,0.087815545
-3264849.578,3011921.627,0.12708072
-2937601.895,2997058.766,0.06142515
-2095335.713,1791061.139,0.024974238
-1838081.596,1266045.893,0.101757206
-1863102.842,1344796.635,0.008739963
-2065483.805,1714348.632,0.09332194
-2153433.79,-62392.54331,0.06386683
-1888476.604,1417141.88,0.068719424
-3545510.8,2942426.349,0.030230701
-2188997.71,39811.00017,0.05298387
-3228679.058,3138152.467,0.16889371
-2251575.213,2383123.334,0.017757732
-2065706.944,1615740.66,0.10106512
-2104573.838,1490448.947,0.013213656
-2462230.668,2882370.78,0.03807902
-1848797.754,1290489.771,0.0851362
-2062698.602,1635497.622,0.13963021
-1863066.904,1386581.548,0.08200226
-3725252.575,3110199.945,0.098031975
-2070210.538,950747.6215,0.0014126392
-3278643.778,3039740.761,0.058455706
-2132734.979,-321802.8504,0.0034837804
-2281512.554,2396390.664,0.047749884
-2118415.694,2075645.163,0.14120592
-2072650.807,1724465.279,0.8484067
-1867008.994,1378766.607,0.012770475
-2097896.988,1735083.294,0.03938028
-1871400.425,1311589.85,0.13609074
-2409067.184,2823239.26,0.04759898
-1866288.686,1336544.399,0.008739963
-1857405.46,1348246.388,0.026244093
-1874987.943,-662857.6149,0.01537349
-1864403.934,1331119.49,0.03596859
-3615611.957,3053317.255,0.119617335
-1864676.366,1219344.98,0.108173035
-2101811.337,-424981.127,0.021423917
-1911127.521,1268821.873,0.1064503
-2002340.874,1340040.283,0.07510496
-3719264.935,3044262.839,0.067575105
-1886224.43,1361304.736,0.07116783
-2086713.405,1637827.186,0.11625392
-2853479.12,3121770.8,0.044986535
-3419087.58,2944698.715,0.02990018
-2074810.438,1732050.692,0.8484067
-1862988.21,1222575.873,0.1639578
-1851966.919,1275470.626,0.12276535
-2087925.437,1790339.606,0.024974238
-1859391.49,1319503.048,0.024722984
-2067083.218,1393028.44,0.012365602
-1902301.351,1395641.903,0.01127971
-2025078.617,1592836.616,0.21759138
-2075229.165,986406.5785,0.0028695015
-1922185.864,1248481.157,0.09802942
-2009188.705,1240407.691,0.038776018
-1901828.572,1396961.185,0.01127971
-2228050.907,254134.0121,0.037475795
-1865274.273,-866860.1566,1.9679293E-4
-2906140.863,3077833.063,0.027129978
-1886698.502,-630282.5594,0.0010906205
-2094588.017,1734925.233,0.03938028
-2055114.391,-395270.0156,0.021976862
-2821711.491,3071961.687,0.0641493
-1894639.356,-582523.1128,0.0017364959
-1995169.312,1346181.766,0.080822624
-1897399.003,-642723.7295,1.601322E-4
-1866763.759,1274550.275,0.07071695
-2266409.39,2326521.949,0.106567204
-1873727.082,-673933.9496,0.016596977
-1850226.572,1283890.377,0.0851362
-2021371.589,-504581.8567,7.8164885E-4
-1855597.58,1351065.975,0.026244093
-2182004.853,-74050.45438,0.009512478
-1834706.085,1328911.352,0.08529329
-1878754.223,-680728.2566,0.014624881
-1881117.326,1328041.307,0.0973458
-1905175.678,1376731.27,0.053522237
-1994190.832,-455615.0445,0.012922562
-1792654.115,-1258361.027,0.0135051785
-2294364.646,2153629.956,0.0133555895
-1935078.79,1400930.815,0.113626495
-2095158.984,917416.3876,0.001069446
-2052669.196,1607168.008,0.10309478
-1846752.146,1245093.926,0.14141132
-2993915.706,3227006.133,0.1060595
-1845281.192,1255565.511,0.085992105
-2037709.955,1010344.155,0.021987803
-1852351.536,1278320.029,0.10085563
-1905127.796,-695662.5413,6.419786E-4
-2025021.366,947450.6498,0.06394164
-2091756.648,1682300.838,0.058190957
-1904657.357,1250228.501,0.06252561
-1934191.838,1424170.097,0.050815947
-1895293.783,1395149.999,0.01127971
-2947214.888,3061179.187,0.046803482
-1875339.99,1391522.078,0.1825399
-2056799.322,-617291.9558,0.005410741
-2204214.081,60130.41063,0.05330154
-2075915.011,-573075.1727,0.0013314479
-1848145.817,1227650.707,0.16005395
-1901256.566,-571513.2577,2.7286654E-4
-1878363.538,1292868.671,0.1528083
-2213473.166,118526.834,0.05888438
-1855250.047,1274385.37,0.10085563
-3061069.145,3021953.778,0.06980194
-3623649.267,3175659.882,0.10725382
-1902299.323,-669854.2432,0.0012609328
-1864724.456,1361580.84,0.0042576334
-3469415.711,2967860.799,0.08144714
-2904766.53,3078758.637,0.027129978
-1864689.961,1304704.481,0.13609074
-1843796.342,-822159.7364,0.021967607
-2053582.88,979070.9666,0.01584846
-2044676.656,-601318.5167,6.814673E-4
-1939436.324,-532377.2568,3.8837493E-4
-2080661.336,1397741.95,0.0031270084
-2087373.164,1671203.93,0.04874376
-1864175.067,1242200.517,0.055647247
-3698734.537,3086768.336,0.083686754
-1919754.116,1426733.316,0.03434754
-1900153.686,1380741.535,0.014784284
-2008898.2,-516019.2571,1.8118318E-4
-3992694.019,3222833.662,0.064039126
-1873038.604,-794847.0854,0.007197409
-1880368.343,-805576.9415,2.8005306E-4
-2210784.285,1910158.251,0.044907838
-1998748.688,1227942.265,0.061735455
-2200588.776,123696.1506,0.07238047
-1864909.985,1301659.254,0.06484317
-3358341.112,2992621.456,0.09752862
-3635190.593,3198723.999,0.09228676
-1877160.548,-598401.9639,0.0059976513
-1867709.022,1330500.117,0.03596859
-3625702.822,3034197.512,0.109342255
-1905850.507,-546256.9139,0.0013517893
-1840196.205,1331658.063,0.08529329
-2160881.896,-167844.4884,0.019730203
-2068871.65,1757801.956,0.16276589
-1938780.746,1417281.202,0.23835598
-1892059.648,-579822.0959,0.0017364959
-1862617.11,1225825.534,0.1639578
-1862667.807,1308949.769,0.06094397
-2138010.471,-231664.0498,0.043147657
-1948939.832,-509236.8574,0.0032118622
-1999730.504,1214065.249,0.059829284
-2088013.782,1686651.263,0.058190957
-1866851.959,1346942.156,0.008739963
-1903907.56,1267824.301,0.15851822
-2776098.849,3088211.801,0.050690267
-2045815.077,1015350.868,0.022597348
-2050968.237,1332007.172,0.03290483
-1903996.395,1254585.386,0.08942275
-1890639.865,1380585.598,0.007253971
-2236728.032,2398847.341,0.07523572
-2485897.643,2871333.299,0.022305539
-2148481.048,2230421.292,0.05272059
-1889942.881,1261189.366,0.070177145
-1865696.998,-812371.5045,0.0031082171
-1886308.185,-643605.3922,0.0063754083
-1886189.782,-654969.0309,0.008496472
-1887608.401,1372834.186,0.008940508
-1933647.691,1273471.763,0.08201969
-1849427.244,1285776.669,0.0851362
-1848399.394,1336215.169,0.07863267
-2024470.811,1312118.963,0.039266385
-1855865.645,1255680.146,0.09006056
-1836640.766,1269160.336,0.101757206
-1911198.612,1262356.685,0.1064503
-1888722.605,-623778.3418,0.0010906205
-1865685.856,-773925.8759,0.0055590677
-3394843.943,3019159.425,0.025354767
-2903775.095,2953643.278,0.020867918
-2286728.08,2340566.61,0.036655445
-1897072.681,1417125.92,0.038158644
-2035121.498,1291008.094,0.020720113
-2101797.826,1782046.449,0.020742634
-2112539.786,-309086.5289,0.039244764
-1882651.546,1349755.961,0.021875655
-2086561.455,1644455.537,0.11625392
-1834857.986,1310444.888,0.06384818
-2164765.961,-167563.8363,0.0024432286
-1908666.538,1425690.829,0.083051234
-3047826.622,2983350.231,0.056923028
-2040255.009,1308926.918,0.0270582
-1849862.122,1294484.272,0.038889386
-1849560.711,-865074.4374,0.031043759
-2175494.528,-42438.64138,0.063119926
-1938773.746,-504673.0686,0.014002384
-1877585.657,1235907.502,0.08646922
-1892283.109,1268546.818,0.15381242
-1908865.054,-551914.3993,0.002019147
-2345025.599,2724046.241,0.041335665
-1815509.72,-1260108.961,1.6465662E-4
-1898727.875,1255984.523,0.08942275
-1911878.572,1387333.378,0.10827433
-1838807.387,1265041.643,0.101757206
-2096742.12,1717626.632,0.046675403
-2079627.303,1483675.661,0.053895667
-1844681.435,1265715.248,0.12235743
-1885293.618,1269851.565,0.15381242
-3617294.693,3198821.79,0.08747141
-1896314.528,1261800.975,0.15851822
-2124026.27,1929613.724,0.18429893
-1937832.082,1262499.35,0.0643107
-1844223.323,1238855.13,0.20697984
-1852135.476,-825185.1387,0.024690455
-1956698.75,-525097.7471,8.6071395E-4
-2215640.712,2381350.649,0.1936637
-1862357.567,1289501.929,0.076713115
-1837281.926,1253571.141,0.1634802
-1833010.415,1321334.283,0.0967166
-2187501.278,12922.73175,0.052069556
-2016084.867,1236124.04,0.026778536
-1791479.752,-1030194.108,0.038139354
-1854390.375,1281898.657,0.10085563
-3755790.606,3009003.365,0.014562408
-2281784.798,2622416.13,0.080458336
-3010152.074,3144350.337,0.062816225
-1842465.048,1315766.251,0.03710469
-2057776.782,-536776.8204,0.008843786
-2716581.874,3154960.638,0.032616496
-1871414.86,1299335.163,0.06484317
-1879489.92,1283082.644,0.1528083
-2088157.189,1714422.828,0.046675403
-1995338.456,1258919.769,0.064782105
-2955582.119,3239234.171,0.105688676
-3139162.38,3136253.956,0.0652918
-1903565.521,-673873.0108,0.0012609328
-2031355.341,-435158.0579,0.011414032
-2755664.748,3044534.743,0.049046274
-1883639.622,1398143.983,0.1825399
-1864881.087,1266226.587,0.058547236
-2112232.857,1721044.62,0.021534117
-2635948.181,3075089.823,0.06192906
-1871146.247,1385808.077,0.08200226
-2129532.947,1764546.368,0.033252567
-1910686.996,1396558.231,0.024661869
-1851507.096,1267369.812,0.12235743
-1842354.862,1317784.15,0.03710469
-1879888.302,1279991.792,0.089870594
-2116783.187,866909.4091,0.00375888
-1898619.085,-560480.0366,0.0012575526
-1899238.738,-631361.1237,1.0334189E-4
-2076624.857,-501152.1844,9.5206813E-4
-2307987.213,2365423.128,0.004257465
-1995265.374,-643561.2482,1.0984216E-4
-1984607.822,1257376.756,0.10661106
-1852219.57,1231832.471,0.20697984
-1873077.694,1296900.786,0.06484317
-1878266.44,-704206.852,0.0050525106
-2172571.218,-290924.0529,9.797645E-4
-1898757.64,1241920.193,0.06252561
-1853901.595,1242695.197,0.093286455
-3211268.393,2903566.655,0.0077248747
-1956300.433,-536205.4123,2.6918072E-4
-2171756.985,-85958.11139,0.018444741
-1830842.013,1274543.883,0.121318236
-1896834.784,1414472.105,0.038158644
-1845707.17,1268886.888,0.12235743
-1835236.318,1247442.687,0.19545986
-2094352.681,1758156.624,0.034310184
-2023290.492,1043684.643,0.03629602
-1862061.579,1226210.336,0.1639578
-2228137.069,2162226.297,0.069272965
-3052603.985,3162498.932,0.055342007
-1836397.093,1289583.744,0.087881066
-2058604.512,-418674.121,8.425311E-4
-1858715.139,1233745.482,0.072538376
-1856561.999,1283484.483,0.076713115
-1892787.182,-599312.1284,1.10954395E-4
-3318518.216,2946567.557,0.038695354
-1876006.701,1246125.435,0.04672818
-1852916.164,1326101.39,0.017238395
-1878381.783,-679355.036,0.014624881
-2025314.758,-448309.3408,0.0032428948
-3951311.51,3194387.427,0.08169219
-2075601.054,-425184.7052,0.0022396755
-3412048.75,3029965.517,0.038563706
-1844623.615,1333023.895,0.07863267
-2085892.651,-428271.7393,0.0063412185
-2121401.645,-353753.6188,0.032950398
-2069588.138,-593329.0342,2.292416E-4
-1854002.583,1367969.99,0.01054453
-4145758.475,3181537.106,0.059236683
-1827208.043,-1166865.723,3.8634494E-4
-1841002.557,1286018.406,0.087881066
-2088134.964,1797130.634,0.024682678
-2175794.66,-95908.03256,0.010782173
-2007610.756,1367700.042,0.07721912
-2112982.249,-330204.8789,0.049715564
-1859032.9,1317306.154,0.024722984
-3783141.381,3141968.91,0.1411151
