OBJECTID,Join_Count,TARGET_FID,JOIN_FID,date,day,month,event_year,MonthYear,depth,DepthBin,pres_abs,source,region,GRID_ID
11934,1,11934,781,2/18/2007,18,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUL-284
11935,1,11935,421,2/19/2007,19,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
11936,1,11936,456,2/19/2007,19,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-310
11937,1,11937,479,2/19/2007,19,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-307
11938,1,11938,422,2/20/2007,20,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUJ-312
11939,1,11939,450,2/20/2007,20,2,2007,2/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AUK-310
11940,1,11940,478,2/20/2007,20,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVC-307
11941,1,11941,509,2/20/2007,20,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUR-303
11942,1,11942,864,2/20/2007,20,2,2007,2/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AUP-280
11943,1,11943,456,2/21/2007,21,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-310
11944,1,11944,1043,2/22/2007,22,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUG-266
11945,1,11945,421,2/23/2007,23,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
11946,1,11946,456,2/23/2007,23,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-310
11947,1,11947,479,2/23/2007,23,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-307
11948,1,11948,479,2/23/2007,23,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-307
11949,1,11949,784,2/23/2007,23,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUO-284
11950,1,11950,781,2/23/2007,23,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUL-284
11951,1,11951,105,2/24/2007,24,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SouthernCalifornia,AXP-619
11952,1,11952,421,2/24/2007,24,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
11953,1,11953,450,2/24/2007,24,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUK-310
11954,1,11954,497,2/24/2007,24,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVC-305
11955,1,11955,396,2/25/2007,25,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUZ-315
11956,1,11956,421,2/25/2007,25,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
11957,1,11957,456,2/25/2007,25,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-310
11958,1,11958,776,2/25/2007,25,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUA-284
11959,1,11959,782,2/26/2007,26,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUM-284
11960,1,11960,421,2/27/2007,27,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
11961,1,11961,456,2/27/2007,27,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-310
11962,1,11962,626,2/27/2007,27,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUW-294
11963,1,11963,456,2/28/2007,28,2,2007,2/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-310
11964,1,11964,421,3/1/2007,1,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
11965,1,11965,421,3/2/2007,2,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
11966,1,11966,456,3/2/2007,2,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-310
11967,1,11967,462,3/2/2007,2,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUM-308
11968,1,11968,776,3/2/2007,2,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUA-284
11969,1,11969,39,3/3/2007,3,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-646
11970,1,11970,450,3/3/2007,3,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUK-310
11971,1,11971,466,3/3/2007,3,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVA-308
11972,1,11972,509,3/3/2007,3,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUR-303
11973,1,11973,468,3/4/2007,4,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-308
11974,1,11974,626,3/4/2007,4,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUW-294
11975,1,11975,242,3/5/2007,5,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,CentralCalifornia,AVQ-557
11976,1,11976,50,3/6/2007,6,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-643
11977,1,11977,242,3/6/2007,6,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,CentralCalifornia,AVQ-557
11978,1,11978,421,3/6/2007,6,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
11979,1,11979,456,3/6/2007,6,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-310
11980,1,11980,468,3/7/2007,7,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-308
11981,1,11981,489,3/8/2007,8,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AUP-305
11982,1,11982,124,3/9/2007,9,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,AYF-617
11983,1,11983,479,3/9/2007,9,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-307
11984,1,11984,523,3/9/2007,9,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-302
11985,1,11985,43,3/10/2007,10,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAJ-645
11986,1,11986,242,3/10/2007,10,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,CentralCalifornia,AVQ-557
11987,1,11987,242,3/10/2007,10,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,CentralCalifornia,AVQ-557
11988,1,11988,509,3/10/2007,10,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUR-303
11989,1,11989,42,3/11/2007,11,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SouthernCalifornia,BAI-645
11990,1,11990,242,3/11/2007,11,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,CentralCalifornia,AVQ-557
11991,1,11991,450,3/11/2007,11,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUK-310
11992,1,11992,450,3/11/2007,11,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AUK-310
11993,1,11993,469,3/11/2007,11,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AUN-307
11994,1,11994,478,3/11/2007,11,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVC-307
11995,1,11995,396,3/12/2007,12,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AUZ-315
11996,1,11996,396,3/12/2007,12,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUZ-315
11997,1,11997,450,3/12/2007,12,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUK-310
11998,1,11998,450,3/12/2007,12,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUK-310
11999,1,11999,396,3/13/2007,13,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUZ-315
12000,1,12000,421,3/13/2007,13,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
12001,1,12001,422,3/13/2007,13,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUJ-312
12002,1,12002,626,3/13/2007,13,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUW-294
12003,1,12003,720,3/13/2007,13,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AUW-288
12004,1,12004,498,3/14/2007,14,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AVD-305
12005,1,12005,720,3/14/2007,14,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AUW-288
12006,1,12006,906,3/14/2007,14,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,BritishColumbia,ASE-277
12007,1,12007,906,3/14/2007,14,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,BritishColumbia,ASE-277
12008,1,12008,50,3/15/2007,15,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-643
12009,1,12009,925,3/15/2007,15,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,BritishColumbia,ASF-276
12010,1,12010,947,3/15/2007,15,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,BritishColumbia,ASE-275
12011,1,12011,1043,3/15/2007,15,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUG-266
12012,1,12012,38,3/16/2007,16,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SouthernCalifornia,BAI-647
12013,1,12013,39,3/16/2007,16,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SouthernCalifornia,BAI-646
12014,1,12014,50,3/16/2007,16,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-643
12015,1,12015,421,3/16/2007,16,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
12016,1,12016,456,3/16/2007,16,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-310
12017,1,12017,523,3/16/2007,16,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-302
12018,1,12018,523,3/16/2007,16,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-302
12019,1,12019,523,3/16/2007,16,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-302
12020,1,12020,42,3/17/2007,17,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-645
12021,1,12021,48,3/17/2007,17,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-644
12022,1,12022,50,3/17/2007,17,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-643
12023,1,12023,626,3/18/2007,18,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUW-294
12024,1,12024,626,3/18/2007,18,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUW-294
12025,1,12025,242,3/19/2007,19,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,CentralCalifornia,AVQ-557
12026,1,12026,951,3/19/2007,19,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,BritishColumbia,ASM-275
12027,1,12027,456,3/20/2007,20,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-310
12028,1,12028,951,3/20/2007,20,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,BritishColumbia,ASM-275
12029,1,12029,951,3/21/2007,21,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,BritishColumbia,ASM-275
12030,1,12030,951,3/21/2007,21,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,BritishColumbia,ASM-275
12031,1,12031,421,3/23/2007,23,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
12032,1,12032,498,3/23/2007,23,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AVD-305
12033,1,12033,38,3/24/2007,24,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SouthernCalifornia,BAI-647
12034,1,12034,50,3/24/2007,24,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-643
12035,1,12035,386,3/24/2007,24,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUY-316
12036,1,12036,523,3/24/2007,24,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AVD-302
12037,1,12037,548,3/24/2007,24,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-299
12038,1,12038,50,3/25/2007,25,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-643
12039,1,12039,50,3/25/2007,25,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-643
12040,1,12040,241,3/25/2007,25,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,CentralCalifornia,AVP-557
12041,1,12041,421,3/25/2007,25,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
12042,1,12042,548,3/25/2007,25,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-299
12043,1,12043,626,3/25/2007,25,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUW-294
12044,1,12044,733,3/26/2007,26,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUR-287
12045,1,12045,394,3/27/2007,27,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUX-315
12046,1,12046,396,3/27/2007,27,3,2007,3/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AUZ-315
12047,1,12047,421,3/27/2007,27,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
12048,1,12048,450,3/27/2007,27,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUK-310
12049,1,12049,456,3/27/2007,27,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-310
12050,1,12050,509,3/27/2007,27,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUR-303
12051,1,12051,548,3/27/2007,27,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-299
12052,1,12052,1043,3/27/2007,27,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUG-266
12053,1,12053,463,3/28/2007,28,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUN-308
12054,1,12054,481,3/28/2007,28,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUP-306
12055,1,12055,626,3/28/2007,28,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUW-294
12056,1,12056,626,3/28/2007,28,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUW-294
12057,1,12057,456,3/29/2007,29,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-310
12058,1,12058,1043,3/29/2007,29,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUG-266
12059,1,12059,951,3/30/2007,30,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,BritishColumbia,ASM-275
12060,1,12060,408,3/31/2007,31,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVB-314
12061,1,12061,416,3/31/2007,31,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUZ-313
12062,1,12062,421,3/31/2007,31,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
12063,1,12063,446,3/31/2007,31,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVC-311
12064,1,12064,530,3/31/2007,31,3,2007,3/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-301
12065,1,12065,48,4/1/2007,1,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-644
12066,1,12066,50,4/1/2007,1,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-643
12067,1,12067,50,4/1/2007,1,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-643
12068,1,12068,242,4/1/2007,1,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,CentralCalifornia,AVQ-557
12069,1,12069,479,4/1/2007,1,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-307
12070,1,12070,516,4/1/2007,1,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-303
12071,1,12071,626,4/1/2007,1,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUW-294
12072,1,12072,951,4/1/2007,1,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,BritishColumbia,ASM-275
12073,1,12073,450,4/4/2007,4,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUK-310
12074,1,12074,1096,4/4/2007,4,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AUH-262
12075,1,12075,421,4/5/2007,5,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
12076,1,12076,450,4/6/2007,6,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUK-310
12077,1,12077,450,4/6/2007,6,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUK-310
12078,1,12078,38,4/7/2007,7,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-647
12079,1,12079,50,4/7/2007,7,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-643
12080,1,12080,50,4/7/2007,7,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-643
12081,1,12081,450,4/7/2007,7,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUK-310
12082,1,12082,479,4/7/2007,7,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-307
12083,1,12083,485,4/7/2007,7,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVA-306
12084,1,12084,50,4/8/2007,8,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-643
12085,1,12085,79,4/8/2007,8,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,AZB-629
12086,1,12086,1017,4/9/2007,9,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUP-268
12087,1,12087,396,4/10/2007,10,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AUZ-315
12088,1,12088,421,4/10/2007,10,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
12089,1,12089,720,4/10/2007,10,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AUW-288
12090,1,12090,738,4/10/2007,10,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUW-287
12091,1,12091,997,4/10/2007,10,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,ATO-270
12092,1,12092,999,4/10/2007,10,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,ATQ-270
12093,1,12093,720,4/11/2007,11,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AUW-288
12094,1,12094,721,4/11/2007,11,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AUX-288
12095,1,12095,1005,4/11/2007,11,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,ATQ-269
12096,1,12096,1005,4/11/2007,11,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,ATQ-269
12097,1,12097,1003,4/11/2007,11,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,ATO-269
12098,1,12098,1043,4/11/2007,11,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUG-266
12099,1,12099,999,4/12/2007,12,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,ATQ-270
12100,1,12100,1005,4/12/2007,12,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,ATQ-269
12101,1,12101,456,4/13/2007,13,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AVD-310
12102,1,12102,479,4/13/2007,13,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-307
12103,1,12103,794,4/13/2007,13,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUZ-284
12104,1,12104,40,4/14/2007,14,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAJ-646
12105,1,12105,450,4/14/2007,14,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUK-310
12106,1,12106,450,4/14/2007,14,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUK-310
12107,1,12107,479,4/14/2007,14,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-307
12108,1,12108,523,4/14/2007,14,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-302
12109,1,12109,421,4/17/2007,17,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
12110,1,12110,898,4/19/2007,19,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUF-278
12111,1,12111,933,4/19/2007,19,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,ATU-276
12112,1,12112,479,4/20/2007,20,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-307
12113,1,12113,969,4/20/2007,20,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,ATY-274
12114,1,12114,386,4/21/2007,21,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUY-316
12115,1,12115,450,4/21/2007,21,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUK-310
12116,1,12116,479,4/21/2007,21,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-307
12117,1,12117,50,4/22/2007,22,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-643
12118,1,12118,386,4/22/2007,22,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AUY-316
12119,1,12119,421,4/22/2007,22,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
12120,1,12120,456,4/22/2007,22,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-310
12121,1,12121,421,4/23/2007,23,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
12122,1,12122,626,4/24/2007,24,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUW-294
12123,1,12123,38,4/25/2007,25,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-647
12124,1,12124,421,4/26/2007,26,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-313
12125,1,12125,1017,4/26/2007,26,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUP-268
12126,1,12126,568,4/27/2007,27,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-297
12127,1,12127,39,4/28/2007,28,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-646
12128,1,12128,42,4/28/2007,28,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-645
12129,1,12129,42,4/28/2007,28,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-645
12130,1,12130,48,4/28/2007,28,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-644
12131,1,12131,78,4/28/2007,28,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,AZA-629
12132,1,12132,408,4/28/2007,28,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AVB-314
12133,1,12133,456,4/28/2007,28,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVD-310
12134,1,12134,626,4/28/2007,28,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUW-294
12135,1,12135,42,4/29/2007,29,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-645
12136,1,12136,48,4/29/2007,29,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SouthernCalifornia,BAI-644
12137,1,12137,548,4/29/2007,29,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AVF-299
12138,1,12138,626,4/29/2007,29,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUW-294
12139,1,12139,626,4/29/2007,29,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUW-294
12140,1,12140,463,4/30/2007,30,4,2007,4/1/2021,-10,shallow,0,REEF_Dive_Namerica,SalishSea,AUN-308
12141,1,12141,481,4/30/2007,30,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUP-306
12142,1,12142,500,4/30/2007,30,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUR-304
12143,1,12143,500,4/30/2007,30,4,2007,4/1/2021,-10,shallow,1,REEF_Dive_Namerica,SalishSea,AUR-304
