OBJECTID,Join_Count,TARGET_FID,JOIN_FID,date,day,month,event_year,MonthYear,depth,DepthBin,pres_abs,source,region,GRID_ID
1,1,1,1455,7/6/1984,6,7,1984,7/1/1984,-22,shallow,0,AFSC_Trawl_AK,Aleutians,GL-140
2,1,2,1594,8/22/1984,22,8,1984,8/1/1984,-16,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,PO-36
3,1,3,1532,8/27/1987,27,8,1987,8/1/1987,-20,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,NM-75
4,1,4,1518,7/17/1990,17,7,1990,7/1/1990,-20,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,MU-83
5,1,5,1615,8/10/1990,10,8,1990,8/1/1990,-20,shallow,0,AFSC_Trawl_AK,EastGulfofAlaska,RI-23
6,1,6,1435,7/26/1991,26,7,1991,7/1/1991,-9,shallow,0,AFSC_Trawl_AK,Aleutians,AM-175
7,1,7,1530,7/14/1993,14,7,1993,7/1/1993,-22,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,NN-76
8,1,8,1516,7/19/1993,19,7,1993,7/1/1993,-20,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,QV-85
9,1,9,1626,8/12/1993,12,8,1993,8/1/1993,-20,shallow,0,AFSC_Trawl_AK,EastGulfofAlaska,XL-17
10,1,10,1630,8/12/1993,12,8,1993,8/1/1993,-24,shallow,0,AFSC_Trawl_AK,EastGulfofAlaska,XC-16
11,1,11,1436,6/9/1994,9,6,1994,6/1/1994,-24,shallow,0,AFSC_Trawl_AK,Aleutians,AN-175
12,1,12,1467,6/2/1996,2,6,1996,6/1/1996,-23,shallow,1,AFSC_Trawl_AK,Aleutians,HL-125
13,1,13,1526,6/26/1996,26,6,1996,6/1/1996,-24,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,QS-78
14,1,14,1585,7/22/1996,22,7,1996,7/1/1996,-20,shallow,0,AFSC_Trawl_AK,SoutheastAlaska,AFJ-50
15,1,15,1439,6/14/1997,14,6,1997,6/1/1997,-22,shallow,0,AFSC_Trawl_AK,Aleutians,CA-166
16,1,16,1459,5/25/1999,25,5,1999,5/1/1999,-24,shallow,1,AFSC_Trawl_AK,Aleutians,GJ-132
17,1,17,1583,6/20/1999,20,6,1999,6/1/1999,-18,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,PP-54
18,1,18,1589,6/21/1999,21,6,1999,6/1/1999,-20,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,PG-41
19,1,19,1591,6/21/1999,21,6,1999,6/1/1999,-16,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,PI-37
20,1,20,1613,6/22/1999,22,6,1999,6/1/1999,-17,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,QO-24
21,1,21,1621,7/11/1999,11,7,1999,7/1/1999,-23,shallow,0,AFSC_Trawl_AK,EastGulfofAlaska,YA-19
22,1,22,1579,7/16/1999,16,7,1999,7/1/1999,-24,shallow,0,AFSC_Trawl_AK,SoutheastAlaska,AFP-55
23,1,23,1438,5/24/2000,24,5,2000,5/1/2000,-20,shallow,1,AFSC_Trawl_AK,Aleutians,BZ-166
24,1,24,1456,5/30/2001,30,5,2001,5/1/2021,-24,shallow,0,AFSC_Trawl_AK,Aleutians,GN-140
25,1,25,1476,6/10/2001,10,6,2001,6/1/2021,-23,shallow,1,AFSC_Trawl_AK,Aleutians,KJ-112
26,1,26,1487,7/1/2001,1,7,2001,7/1/2021,-24,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,OW-98
27,1,27,1608,7/21/2001,21,7,2001,7/1/2021,-20,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,PW-32
28,1,28,1454,6/4/2003,4,6,2003,6/1/2021,-23,shallow,0,AFSC_Trawl_AK,Aleutians,GK-140
29,1,29,1457,6/10/2003,10,6,2003,6/1/2021,-18,shallow,0,AFSC_Trawl_AK,Aleutians,GI-139
30,1,30,1484,6/27/2003,27,6,2003,6/1/2021,-13,shallow,1,AFSC_Trawl_AK,WestGulfofAlaska,OT-101
31,1,31,1510,6/30/2003,30,6,2003,6/1/2021,-23,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,PI-89
32,1,32,1586,7/7/2003,7,7,2003,7/1/2021,-22,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,PT-48
33,1,33,1591,7/7/2003,7,7,2003,7/1/2021,-19,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,PI-37
34,1,34,1481,6/21/2005,21,6,2005,6/1/2021,-23,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,OQ-105
35,1,35,1482,6/21/2005,21,6,2005,6/1/2021,-24,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,OS-105
36,1,36,1575,6/22/2005,22,6,2005,6/1/2021,-22,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,PN-56
37,1,37,1600,6/24/2005,24,6,2005,6/1/2021,-23,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,PT-34
38,1,38,1455,6/11/2007,11,6,2007,6/1/2021,-23,shallow,0,AFSC_Trawl_AK,Aleutians,GL-140
39,1,39,1627,7/27/2007,27,7,2007,7/1/2021,-16,shallow,0,AFSC_Trawl_AK,EastGulfofAlaska,XN-17
40,1,40,1519,6/22/2009,22,6,2009,6/1/2021,-21,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,MV-83
41,1,41,1484,6/23/2011,23,6,2011,6/1/2021,-14,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,OT-101
42,1,42,1593,7/8/2011,8,7,2011,7/1/2021,-21,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,PN-36
43,1,43,1605,7/8/2011,8,7,2011,7/1/2021,-23,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,PS-33
44,1,44,1624,7/26/2011,26,7,2011,7/1/2021,-21,shallow,0,AFSC_Trawl_AK,EastGulfofAlaska,XS-18
45,1,45,1454,6/6/2013,6,6,2013,6/1/2021,-22,shallow,0,AFSC_Trawl_AK,Aleutians,GK-140
46,1,46,1457,6/6/2013,6,6,2013,6/1/2021,-18,shallow,0,AFSC_Trawl_AK,Aleutians,GI-139
47,1,47,1519,6/25/2013,25,6,2013,6/1/2021,-19,shallow,1,AFSC_Trawl_AK,WestGulfofAlaska,MV-83
48,1,48,1588,7/6/2013,6,7,2013,7/1/2021,-17,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,PE-41
49,1,49,1484,7/3/2015,3,7,2015,7/1/2021,-11,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,OT-101
50,1,50,1587,7/10/2017,10,7,2017,7/1/2021,-19,shallow,0,AFSC_Trawl_AK,WestGulfofAlaska,PG-42
51,1,51,1606,7/28/2014,28,7,2014,7/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
52,1,52,1603,8/13/2014,13,8,2014,8/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
53,1,53,1606,10/10/2014,10,10,2014,10/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
54,1,54,1603,10/11/2014,11,10,2014,10/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
55,1,55,1603,1/20/2015,20,1,2015,1/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
56,1,56,1606,1/21/2015,21,1,2015,1/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
57,1,57,1603,5/23/2015,23,5,2015,5/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
58,1,58,1606,7/5/2015,5,7,2015,7/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
59,1,59,1603,8/2/2015,2,8,2015,8/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
60,1,60,1603,9/30/2015,30,9,2015,9/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
61,1,61,1606,9/30/2015,30,9,2015,9/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
62,1,62,1603,2/11/2016,11,2,2016,2/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
63,1,63,1606,2/11/2016,11,2,2016,2/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
64,1,64,1606,5/6/2016,6,5,2016,5/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
65,1,65,1603,5/7/2016,7,5,2016,5/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
66,1,66,1606,8/6/2016,6,8,2016,8/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
67,1,67,1606,8/18/2016,18,8,2016,8/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
68,1,68,1603,8/19/2016,19,8,2016,8/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
69,1,69,1603,9/15/2016,15,9,2016,9/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
70,1,70,1606,9/16/2016,16,9,2016,9/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
71,1,71,1606,1/30/2017,30,1,2017,1/1/2021,-1,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
72,1,72,1603,1/30/2017,30,1,2017,1/1/2021,-2.1,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
73,1,73,1606,4/1/2017,1,4,2017,4/1/2021,-1.2,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
74,1,74,1603,4/2/2017,2,4,2017,4/1/2021,-1,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
75,1,75,1603,6/27/2017,27,6,2017,6/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
76,1,76,1606,6/28/2017,28,6,2017,6/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
77,1,77,1606,8/8/2017,8,8,2017,8/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
78,1,78,1603,8/8/2017,8,8,2017,8/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
79,1,79,1606,8/22/2017,22,8,2017,8/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
80,1,80,1606,9/21/2017,21,9,2017,9/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
81,1,81,1603,11/7/2017,7,11,2017,11/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
82,1,82,1606,11/8/2017,8,11,2017,11/1/2021,-3,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
83,1,83,1603,1/31/2018,31,1,2018,1/1/2021,-5.1,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
84,1,84,1606,1/31/2018,31,1,2018,1/1/2021,-5.1,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
85,1,85,1603,3/31/2018,31,3,2018,3/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
86,1,86,1606,4/1/2018,1,4,2018,4/1/2021,-1,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
87,1,87,1606,7/29/2018,29,7,2018,7/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
88,1,88,1603,9/12/2018,12,9,2018,9/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
89,1,89,1606,9/13/2018,13,9,2018,9/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
90,1,90,1603,11/6/2018,6,11,2018,11/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
91,1,91,1606,11/6/2018,6,11,2018,11/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
92,1,92,1603,2/17/2019,17,2,2019,2/1/2021,-2.7,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
93,1,93,1606,2/17/2019,17,2,2019,2/1/2021,-2,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
94,1,94,1606,6/15/2019,15,6,2019,6/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
95,1,95,1603,6/19/2019,19,6,2019,6/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
96,1,96,1603,8/15/2019,15,8,2019,8/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
97,1,97,1606,8/27/2019,27,8,2019,8/1/2021,0,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
98,1,98,1606,8/30/2019,30,8,2019,8/1/2021,0,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
99,1,99,1603,2/9/2020,9,2,2020,2/1/2021,-4,shallow,0,CACS_Intertidal_AK,EastGulfofAlaska,RV-34
100,1,100,1606,2/9/2020,9,2,2020,2/1/2021,-4,shallow,1,CACS_Intertidal_AK,EastGulfofAlaska,RW-33
101,1,101,294,8/17/1999,17,8,1999,8/1/1999,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATS-496
102,1,102,273,9/17/1999,17,9,1999,9/1/1999,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUH-514
103,1,103,277,8/28/2000,28,8,2000,8/1/2000,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUE-512
104,1,104,288,6/5/2003,5,6,2003,6/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATU-505
105,1,105,294,6/12/2003,12,6,2003,6/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATS-496
106,1,106,295,8/1/2005,1,8,2005,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATR-495
107,1,107,277,8/8/2005,8,8,2005,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUE-512
108,1,108,275,8/8/2006,8,8,2006,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUG-513
109,1,109,273,9/11/2006,11,9,2006,9/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUH-514
110,1,110,298,9/25/2006,25,9,2006,9/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATS-493
111,1,111,294,7/12/2007,12,7,2007,7/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATS-496
112,1,112,274,8/6/2007,6,8,2007,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUF-513
113,1,113,288,9/10/2007,10,9,2007,9/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATU-505
114,1,114,277,8/4/2008,4,8,2008,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUE-512
115,1,115,295,9/9/2008,9,9,2008,9/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATR-495
116,1,116,273,8/1/2009,1,8,2009,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUH-514
117,1,117,298,8/16/2009,16,8,2009,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATS-493
118,1,118,275,9/24/2009,24,9,2009,9/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUG-513
119,1,119,274,8/2/2010,2,8,2010,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUF-513
120,1,120,294,8/18/2010,18,8,2010,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATS-496
121,1,121,288,8/30/2010,30,8,2010,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATU-505
122,1,122,277,8/13/2011,13,8,2011,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUE-512
123,1,123,295,8/21/2011,21,8,2011,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATR-495
124,1,124,273,8/6/2012,6,8,2012,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUH-514
125,1,125,275,8/15/2012,15,8,2012,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUG-513
126,1,126,279,8/28/2012,28,8,2012,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUB-510
127,1,127,277,9/13/2012,13,9,2012,9/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUE-512
128,1,128,274,9/15/2012,15,9,2012,9/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUF-513
129,1,129,298,8/5/2013,5,8,2013,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATS-493
130,1,130,295,8/8/2013,8,8,2013,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATR-495
131,1,131,294,8/21/2013,21,8,2013,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATS-496
132,1,132,288,7/31/2014,31,7,2014,7/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATU-505
133,1,133,296,8/21/2014,21,8,2014,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,ATS-495
134,1,134,273,8/3/2015,3,8,2015,8/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,AUH-514
135,1,135,275,8/7/2015,7,8,2015,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUG-513
136,1,136,274,8/2/2016,2,8,2016,8/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,AUF-513
137,1,137,294,8/15/2016,15,8,2016,8/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,ATS-496
138,1,138,277,8/28/2016,28,8,2016,8/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,AUE-512
139,1,139,275,7/31/2017,31,7,2017,7/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,AUG-513
140,1,140,274,8/1/2017,1,8,2017,8/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,AUF-513
141,1,141,277,8/2/2017,2,8,2017,8/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,AUE-512
142,1,142,273,8/3/2017,3,8,2017,8/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,AUH-514
143,1,143,279,8/8/2017,8,8,2017,8/1/2021,-10,shallow,1,CADFW_Dive_NorCal,NorthernCalifornia,AUB-510
144,1,144,298,8/13/2017,13,8,2017,8/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,ATS-493
145,1,145,294,8/15/2017,15,8,2017,8/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,ATS-496
146,1,146,296,9/26/2017,26,9,2017,9/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,ATS-495
147,1,147,295,9/26/2017,26,9,2017,9/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,ATR-495
148,1,148,295,9/28/2017,28,9,2017,9/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,ATR-495
149,1,149,288,9/29/2017,29,9,2017,9/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,ATU-505
150,1,150,273,7/12/2018,12,7,2018,7/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,AUH-514
151,1,151,274,7/14/2018,14,7,2018,7/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,AUF-513
152,1,152,294,8/16/2018,16,8,2018,8/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,ATS-496
153,1,153,296,8/27/2018,27,8,2018,8/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,ATS-495
154,1,154,295,8/27/2018,27,8,2018,8/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,ATR-495
155,1,155,298,8/29/2018,29,8,2018,8/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,ATS-493
156,1,156,293,8/30/2018,30,8,2018,8/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,ATT-498
157,1,157,275,9/27/2018,27,9,2018,9/1/2021,-10,shallow,0,CADFW_Dive_NorCal,NorthernCalifornia,AUG-513
158,1,158,241,8/10/2007,10,8,2007,8/1/2021,-20.5,shallow,0,CADFW_ROV_CA,CentralCalifornia,AVP-557
159,1,159,241,8/13/2007,13,8,2007,8/1/2021,-24.9,shallow,1,CADFW_ROV_CA,CentralCalifornia,AVP-557
160,1,160,267,10/7/2009,7,10,2009,10/1/2021,-23.2,shallow,1,CADFW_ROV_CA,NorthernCalifornia,AUN-520
161,1,161,265,10/8/2009,8,10,2009,10/1/2021,-18.6,shallow,1,CADFW_ROV_CA,NorthernCalifornia,AUN-526
162,1,162,262,10/9/2009,9,10,2009,10/1/2021,-24.4,shallow,0,CADFW_ROV_CA,NorthernCalifornia,AUV-529
163,1,163,263,10/9/2009,9,10,2009,10/1/2021,-23.6,shallow,0,CADFW_ROV_CA,NorthernCalifornia,AUT-528
164,1,164,266,10/9/2009,9,10,2009,10/1/2021,-17.4,shallow,1,CADFW_ROV_CA,NorthernCalifornia,AUO-526
165,1,165,258,8/24/2015,24,8,2015,8/1/2021,-24.4,shallow,0,CADFW_ROV_CA,CentralCalifornia,AUZ-537
166,1,166,256,8/24/2015,24,8,2015,8/1/2021,-24.7,shallow,0,CADFW_ROV_CA,CentralCalifornia,AVB-539
167,1,167,257,8/25/2015,25,8,2015,8/1/2021,-24.4,shallow,0,CADFW_ROV_CA,CentralCalifornia,AVB-538
168,1,168,267,9/7/2015,7,9,2015,9/1/2021,-24.2,shallow,0,CADFW_ROV_CA,NorthernCalifornia,AUN-520
169,1,169,1394,4/15/2018,15,4,2018,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,AQO-201
170,1,170,1404,4/15/2018,15,4,2018,4/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQK-198
171,1,171,1399,4/16/2018,16,4,2018,4/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQH-199
172,1,172,1399,4/16/2018,16,4,2018,4/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQH-199
173,1,173,1392,6/24/2018,24,6,2018,6/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APJ-201
174,1,174,1365,6/25/2018,25,6,2018,6/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APP-205
175,1,175,1421,6/28/2018,28,6,2018,6/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APP-189
176,1,176,1421,6/28/2018,28,6,2018,6/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APP-189
177,1,177,1395,6/30/2018,30,6,2018,6/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,AOS-200
178,1,178,1376,7/24/2018,24,7,2018,7/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APX-204
179,1,179,1389,8/2/2018,2,8,2018,8/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APZ-202
180,1,180,1269,8/8/2018,8,8,2018,8/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APY-217
181,1,181,1297,8/13/2018,13,8,2018,8/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,AQB-214
182,1,182,1364,8/25/2018,25,8,2018,8/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,APD-205
183,1,183,1418,9/13/2018,13,9,2018,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,AOR-190
184,1,184,1337,10/17/2018,17,10,2018,10/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,AOY-208
185,1,185,1330,10/17/2018,17,10,2018,10/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,AOZ-209
186,1,186,1358,10/18/2018,18,10,2018,10/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APD-206
187,1,187,1357,10/18/2018,18,10,2018,10/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APB-206
188,1,188,1363,10/18/2018,18,10,2018,10/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APC-205
189,1,189,1277,10/19/2018,19,10,2018,10/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APQ-215
190,1,190,1271,10/20/2018,20,10,2018,10/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APR-216
191,1,191,1313,10/21/2018,21,10,2018,10/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APL-212
192,1,192,1329,4/8/2019,8,4,2019,4/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQC-210
193,1,193,1272,4/11/2019,11,4,2019,4/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,APX-216
194,1,194,1250,4/12/2019,12,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APN-220
195,1,195,1256,4/12/2019,12,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APO-219
196,1,196,1268,4/12/2019,12,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APU-217
197,1,197,1254,4/13/2019,13,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APV-220
198,1,198,1265,4/13/2019,13,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APX-218
199,1,199,1263,4/13/2019,13,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APU-218
200,1,200,1279,4/14/2019,14,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APS-215
201,1,201,1279,4/14/2019,14,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APS-215
202,1,202,1278,4/14/2019,14,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APR-215
203,1,203,1280,4/14/2019,14,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APT-215
204,1,204,1271,4/15/2019,15,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APR-216
205,1,205,1277,4/15/2019,15,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APQ-215
206,1,206,1293,4/15/2019,15,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APQ-214
207,1,207,1248,4/16/2019,16,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APR-221
