"","Species","Longitude","Latitude"
"1858","Pycnopodia helianthoides",-1897370.48864978,1369698.07796344
"1859","Pycnopodia helianthoides",-1858818.42116434,1125429.43373597
"1860","Pycnopodia helianthoides",-1839770.33971792,1180890.38813367
"1861","Pycnopodia helianthoides",-1839694.47478143,1281757.70365904
"1862","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"1863","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"1864","Pycnopodia helianthoides",-1851330.98409034,1139497.89804741
"1865","Pycnopodia helianthoides",-1849699.71602677,1154504.65775318
"1866","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"1867","Pycnopodia helianthoides",-1888805.75477824,1110045.87470076
"1868","Pycnopodia helianthoides",-1850312.01050167,1129432.15869325
"1869","Pycnopodia helianthoides",-1873304.11851085,1120197.7290574
"1870","Pycnopodia helianthoides",-1866801.41810691,1127707.33951565
"1871","Pycnopodia helianthoides",-1858166.63381896,1130760.05689755
"1872","Pycnopodia helianthoides",-1839770.33971792,1180890.38813367
"1873","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"1874","Pycnopodia helianthoides",-1839413.42160931,1394520.539637
"1875","Pycnopodia helianthoides",-1873304.11851085,1120197.7290574
"1876","Pycnopodia helianthoides",-1866801.41810691,1127707.33951565
"1877","Pycnopodia helianthoides",-1840822.02680597,1179987.07312907
"1878","Pycnopodia helianthoides",-1849570.21361514,1374185.7628244
"1879","Pycnopodia helianthoides",-1850944.7958295,1126770.87268877
"1880","Pycnopodia helianthoides",-1856249.11019228,1272522.99538567
"1881","Pycnopodia helianthoides",-1855918.95961776,1273751.32217089
"1882","Pycnopodia helianthoides",-1856268.99274307,1276900.93564336
"1883","Pycnopodia helianthoides",-1849699.71602677,1154504.65775318
"1884","Pycnopodia helianthoides",-1856268.99274307,1276900.93564336
"1885","Pycnopodia helianthoides",-1849699.71602677,1154504.65775318
"1886","Pycnopodia helianthoides",-1858879.22466532,1158671.57653294
"1887","Pycnopodia helianthoides",-1856268.99274307,1276900.93564336
"1888","Pycnopodia helianthoides",-1869917.97947888,1119631.49178952
"1889","Pycnopodia helianthoides",-1839770.33971792,1180890.38813367
"1890","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"1891","Pycnopodia helianthoides",-1860045.28050857,1158312.68274226
"1892","Pycnopodia helianthoides",-1837840.59893926,1190186.22341662
"1893","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"1894","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"1895","Pycnopodia helianthoides",-1859060.2962395,1158478.28454861
"1896","Pycnopodia helianthoides",-1839770.33971792,1180890.38813367
"1897","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"1898","Pycnopodia helianthoides",-1856268.99274307,1276900.93564336
"1899","Pycnopodia helianthoides",-1858391.66311503,1281307.38096223
"1900","Pycnopodia helianthoides",-1880103.73081766,1173515.5448996
"1901","Pycnopodia helianthoides",-1880116.19939524,1173928.14383344
"1902","Pycnopodia helianthoides",-1876193.00446739,1180050.6400429
"1903","Pycnopodia helianthoides",-1874348.24116117,1180945.08855414
"1904","Pycnopodia helianthoides",-1874752.87567479,1181124.28141742
"1905","Pycnopodia helianthoides",-1849699.71602677,1154504.65775318
"1906","Pycnopodia helianthoides",-1876193.00446739,1180050.6400429
"1907","Pycnopodia helianthoides",-1874752.87567479,1181124.28141742
"1908","Pycnopodia helianthoides",-1836449.51149733,1190869.85528112
"1909","Pycnopodia helianthoides",-1851330.98409034,1139497.89804741
"1910","Pycnopodia helianthoides",-1849699.71602677,1154504.65775318
"1911","Pycnopodia helianthoides",-1858166.63381896,1130760.05689755
"1912","Pycnopodia helianthoides",-1900172.32559092,1238411.2508323
"1913","Pycnopodia helianthoides",-1863839.1053099,1122450.81185059
"1914","Pycnopodia helianthoides",-1876193.00446739,1180050.6400429
"1915","Pycnopodia helianthoides",-1851330.98409034,1139497.89804741
"1916","Pycnopodia helianthoides",-1870706.72304237,1119367.43951961
"1917","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"1918","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"1919","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"1920","Pycnopodia helianthoides",-1849778.35977834,1153791.29571442
"1921","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"1922","Pycnopodia helianthoides",-1856249.11019228,1272522.99538567
"1923","Pycnopodia helianthoides",-1854585.24514107,1280769.14528005
"1924","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"1925","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"1926","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"1927","Pycnopodia helianthoides",-1858105.55262798,1281119.22241263
"1928","Pycnopodia helianthoides",-1858292.64966446,1281521.26842167
"1929","Pycnopodia helianthoides",-1854585.24514107,1280769.14528005
"1930","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"1931","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"1932","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"1933","Pycnopodia helianthoides",-1849699.71602677,1154504.65775318
"1934","Pycnopodia helianthoides",-1848466.58065991,1375493.24286363
"1935","Pycnopodia helianthoides",-1849699.71602677,1154504.65775318
"1936","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"1937","Pycnopodia helianthoides",-1847981.21013677,1225122.16461704
"1938","Pycnopodia helianthoides",-1839770.33971792,1180890.38813367
"1939","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"1940","Pycnopodia helianthoides",-1849778.35977834,1153791.29571442
"1941","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"1942","Pycnopodia helianthoides",-1851832.25457074,1170467.94414384
"1943","Pycnopodia helianthoides",-1839770.33971792,1180890.38813367
"1944","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"1945","Pycnopodia helianthoides",-1836449.51149733,1190869.85528112
"1946","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"1947","Pycnopodia helianthoides",-1848577.29171067,1154817.67913864
"1948","Pycnopodia helianthoides",-1859060.2962395,1158478.28454861
"1949","Pycnopodia helianthoides",-1857445.20725153,1271565.12156553
"1950","Pycnopodia helianthoides",-1855461.98847757,1273499.93556192
"1951","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"1952","Pycnopodia helianthoides",-1858182.60355778,1270809.24724879
"1953","Pycnopodia helianthoides",-1876193.00446739,1180050.6400429
"1954","Pycnopodia helianthoides",-1874287.31385226,1180951.90917423
"1955","Pycnopodia helianthoides",-1874752.87567479,1181124.28141742
"1956","Pycnopodia helianthoides",-1838368.82023644,1252618.31626587
"1957","Pycnopodia helianthoides",-1858182.60355778,1270809.24724879
"1958","Pycnopodia helianthoides",-1856249.11019228,1272522.99538567
"1959","Pycnopodia helianthoides",-1870706.72304237,1119367.43951961
"1960","Pycnopodia helianthoides",-1859060.2962395,1158478.28454861
"1961","Pycnopodia helianthoides",-1838482.87881377,1263219.84420561
"1962","Pycnopodia helianthoides",-1893508.19737519,1286155.65624474
"1963","Pycnopodia helianthoides",-1891924.99252411,1287362.3125311
"1964","Pycnopodia helianthoides",-1853361.44596253,1156944.37877119
"1965","Pycnopodia helianthoides",-1888652.61955596,1288332.88831097
"1966","Pycnopodia helianthoides",-1858105.55262798,1281119.22241263
"1967","Pycnopodia helianthoides",-1857833.30300311,1281255.34399796
"1968","Pycnopodia helianthoides",-1864314.44857171,1288845.33356994
"1969","Pycnopodia helianthoides",-1864323.70165709,1289060.36064599
"1970","Pycnopodia helianthoides",-1839770.33971792,1180890.38813367
"1971","Pycnopodia helianthoides",-1849707.59801191,1149806.00371569
"1972","Pycnopodia helianthoides",-1859060.2962395,1158478.28454861
"1973","Pycnopodia helianthoides",-1905174.90046034,1148727.06368306
"1974","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"1975","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"1976","Pycnopodia helianthoides",-1836449.51149733,1190869.85528112
"1977","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"1978","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"1979","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"1980","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"1981","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"1982","Pycnopodia helianthoides",-1836449.51149733,1190869.85528112
"1983","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"1984","Pycnopodia helianthoides",-1846974.48391417,1155134.60977448
"1985","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"1986","Pycnopodia helianthoides",-1846826.50460453,1154774.72784657
"1987","Pycnopodia helianthoides",-1855918.95961776,1273751.32217089
"1988","Pycnopodia helianthoides",-1873304.11851085,1120197.7290574
"1989","Pycnopodia helianthoides",-1850944.7958295,1126770.87268877
"1990","Pycnopodia helianthoides",-1846974.48391417,1155134.60977448
"1991","Pycnopodia helianthoides",-1883695.36678477,1171021.6941032
"1992","Pycnopodia helianthoides",-1858182.60355778,1270809.24724879
"1993","Pycnopodia helianthoides",-1856249.11019228,1272522.99538567
"1994","Pycnopodia helianthoides",-1850944.7958295,1126770.87268877
"1995","Pycnopodia helianthoides",-1847073.03254658,1165359.41905944
"1996","Pycnopodia helianthoides",-1876193.00446739,1180050.6400429
"1997","Pycnopodia helianthoides",-1874287.31385226,1180951.90917423
"1998","Pycnopodia helianthoides",-1842034.6736462,1173609.03968398
"1999","Pycnopodia helianthoides",-1874667.28203169,1405402.9401384
"2000","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2001","Pycnopodia helianthoides",-1874685.99396282,1112514.15650488
"2002","Pycnopodia helianthoides",-1855653.11385897,1136824.61779443
"2003","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2004","Pycnopodia helianthoides",-1859060.2962395,1158478.28454861
"2005","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2006","Pycnopodia helianthoides",-1850312.01050167,1129432.15869325
"2007","Pycnopodia helianthoides",-1847981.21013677,1225122.16461704
"2008","Pycnopodia helianthoides",-1845715.83854641,1225121.518486
"2009","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2010","Pycnopodia helianthoides",-1863839.1053099,1122450.81185059
"2011","Pycnopodia helianthoides",-1849713.45600231,1149372.29643643
"2012","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"2013","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"2014","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2015","Pycnopodia helianthoides",-1851330.98409034,1139497.89804741
"2016","Pycnopodia helianthoides",-1850944.7958295,1126770.87268877
"2017","Pycnopodia helianthoides",-1849323.37379832,1154556.43410347
"2018","Pycnopodia helianthoides",-1863839.1053099,1122450.81185059
"2019","Pycnopodia helianthoides",-1842034.6736462,1173609.03968398
"2020","Pycnopodia helianthoides",-1837840.59893926,1190186.22341662
"2021","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"2022","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"2023","Pycnopodia helianthoides",-1873304.11851085,1120197.7290574
"2024","Pycnopodia helianthoides",-1868773.14713986,1121572.96069601
"2025","Pycnopodia helianthoides",-1850944.7958295,1126770.87268877
"2026","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2027","Pycnopodia helianthoides",-1859060.2962395,1158478.28454861
"2028","Pycnopodia helianthoides",-1836449.51149733,1190869.85528112
"2029","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2030","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"2031","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2032","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"2033","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2034","Pycnopodia helianthoides",-1847981.21013677,1225122.16461704
"2035","Pycnopodia helianthoides",-1838368.82023644,1252618.31626587
"2036","Pycnopodia helianthoides",-1869917.97947888,1119631.49178952
"2037","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"2038","Pycnopodia helianthoides",-1838368.82023644,1252618.31626587
"2039","Pycnopodia helianthoides",-1854901.2880931,1221930.80224856
"2040","Pycnopodia helianthoides",-1890075.22372605,1287270.71664345
"2041","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"2042","Pycnopodia helianthoides",-1860041.24309497,1160069.80875392
"2043","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2044","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"2045","Pycnopodia helianthoides",-1850944.7958295,1126770.87268877
"2046","Pycnopodia helianthoides",-1855918.95961776,1273751.32217089
"2047","Pycnopodia helianthoides",-1856268.99274307,1276900.93564336
"2048","Pycnopodia helianthoides",-1836449.51149733,1190869.85528112
"2049","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"2050","Pycnopodia helianthoides",-1890965.35950391,1164733.04513024
"2051","Pycnopodia helianthoides",-1876193.00446739,1180050.6400429
"2052","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"2053","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"2054","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2055","Pycnopodia helianthoides",-1846974.48391417,1155134.60977448
"2056","Pycnopodia helianthoides",-1836449.51149733,1190869.85528112
"2057","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"2058","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2059","Pycnopodia helianthoides",-1874685.99396282,1112514.15650488
"2060","Pycnopodia helianthoides",-1858166.63381896,1130760.05689755
"2061","Pycnopodia helianthoides",-1839770.33971792,1180890.38813367
"2062","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2063","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"2064","Pycnopodia helianthoides",-1846974.48391417,1155134.60977448
"2065","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"2066","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2067","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2068","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"2069","Pycnopodia helianthoides",-1850944.7958295,1126770.87268877
"2070","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2071","Pycnopodia helianthoides",-1840822.02680597,1179987.07312907
"2072","Pycnopodia helianthoides",-1836449.51149733,1190869.85528112
"2073","Pycnopodia helianthoides",-1836142.23756663,1191560.41748417
"2074","Pycnopodia helianthoides",-1893508.19737519,1286155.65624474
"2075","Pycnopodia helianthoides",-1888623.64058809,1290575.02056659
"2076","Pycnopodia helianthoides",-1836449.51149733,1190869.85528112
"2077","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"2078","Pycnopodia helianthoides",-1838482.87881377,1263219.84420561
"2079","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"2080","Pycnopodia helianthoides",-1845715.83854641,1225121.518486
"2081","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"2082","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"2083","Pycnopodia helianthoides",-1885807.71057006,1169857.86402222
"2084","Pycnopodia helianthoides",-1876083.06550193,1180326.81409708
"2085","Pycnopodia helianthoides",-1829579.16759612,1194523.42963755
"2086","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2087","Pycnopodia helianthoides",-1953772.36660735,1270080.40177126
"2088","Pycnopodia helianthoides",-1851330.98409034,1139497.89804741
"2089","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"2090","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2091","Pycnopodia helianthoides",-1953772.36660735,1270080.40177126
"2092","Pycnopodia helianthoides",-1969369.17795836,1288835.08419833
"2093","Pycnopodia helianthoides",-1969293.64975748,1289101.43447217
"2094","Pycnopodia helianthoides",-1890640.74948136,1165361.6571917
"2095","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2096","Pycnopodia helianthoides",-1953772.36660735,1270080.40177126
"2097","Pycnopodia helianthoides",-1870706.72304237,1119367.43951961
"2098","Pycnopodia helianthoides",-1890640.74948136,1165361.6571917
"2099","Pycnopodia helianthoides",-1854901.2880931,1221930.80224856
"2100","Pycnopodia helianthoides",-1917439.81290902,1246670.06350164
"2101","Pycnopodia helianthoides",-1854464.8805371,1280733.93230639
"2102","Pycnopodia helianthoides",-1866800.75284852,1131111.7208631
"2103","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2104","Pycnopodia helianthoides",-1901617.71263447,1153357.56816634
"2105","Pycnopodia helianthoides",-1890640.74948136,1165361.6571917
"2106","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"2107","Pycnopodia helianthoides",-1854901.2880931,1221930.80224856
"2108","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2109","Pycnopodia helianthoides",-1917162.88026301,1246567.06779181
"2110","Pycnopodia helianthoides",-1857660.07515074,1276318.15576705
"2111","Pycnopodia helianthoides",-1851330.98409034,1139497.89804741
"2112","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"2113","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2114","Pycnopodia helianthoides",-1854901.2880931,1221930.80224856
"2115","Pycnopodia helianthoides",-1847981.21013677,1225122.16461704
"2116","Pycnopodia helianthoides",-1838368.82023644,1252618.31626587
"2117","Pycnopodia helianthoides",-1854901.2880931,1221930.80224856
"2118","Pycnopodia helianthoides",-1890640.74948136,1165361.6571917
"2119","Pycnopodia helianthoides",-1859365.53808928,1158443.4199631
"2120","Pycnopodia helianthoides",-1885807.71057006,1169857.86402222
"2121","Pycnopodia helianthoides",-1876083.06550193,1180326.81409708
"2122","Pycnopodia helianthoides",-1854901.2880931,1221930.80224856
"2123","Pycnopodia helianthoides",-1968766.05793057,1288207.20083827
"2124","Pycnopodia helianthoides",-1838368.82023644,1252618.31626587
"2125","Pycnopodia helianthoides",-1859937.44413158,1289146.94209423
"2126","Pycnopodia helianthoides",-1846397.62527079,1301014.18803184
"2127","Pycnopodia helianthoides",-1854403.88504782,1158428.39138756
"2128","Pycnopodia helianthoides",-1969293.64975748,1289101.43447217
"2129","Pycnopodia helianthoides",-1970092.05200066,1290419.22822668
"2130","Pycnopodia helianthoides",-1838368.82023644,1252618.31626587
"2131","Pycnopodia helianthoides",-1843628.14224282,1267855.02950717
"2132","Pycnopodia helianthoides",-1853356.1183857,1271180.90247668
"2133","Pycnopodia helianthoides",-1834225.00298114,1274455.79866773
"2134","Pycnopodia helianthoides",-1837071.08595682,1284205.54305133
"2135","Pycnopodia helianthoides",-1905174.90046034,1148727.06368306
"2136","Pycnopodia helianthoides",-1873370.56760147,1183873.59951098
"2137","Pycnopodia helianthoides",-1969293.64975748,1289101.43447217
"2138","Pycnopodia helianthoides",-1838482.87881377,1263219.84420561
"2139","Pycnopodia helianthoides",-1834738.28618285,1274587.03508572
"2140","Pycnopodia helianthoides",-1833019.90734891,1275890.56760232
"2141","Pycnopodia helianthoides",-1837716.67334336,1281429.0984172
"2142","Pycnopodia helianthoides",-1851330.98409034,1139497.89804741
"2143","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"2144","Pycnopodia helianthoides",-1828293.3217533,1265715.35415275
"2145","Pycnopodia helianthoides",-1857660.07515074,1276318.15576705
"2146","Pycnopodia helianthoides",-1858391.66311503,1281307.38096223
"2147","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2148","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"2149","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"2150","Pycnopodia helianthoides",-1859365.53808928,1158443.4199631
"2151","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"2152","Pycnopodia helianthoides",-1873304.11851085,1120197.7290574
"2153","Pycnopodia helianthoides",-1866801.41810691,1127707.33951565
"2154","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"2155","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"2156","Pycnopodia helianthoides",-1846974.48391417,1155134.60977448
"2157","Pycnopodia helianthoides",-1836142.23756663,1191560.41748417
"2158","Pycnopodia helianthoides",-1875562.93133966,1120296.68349757
"2159","Pycnopodia helianthoides",-1856620.36216801,1150602.40505843
"2160","Pycnopodia helianthoides",-1859060.2962395,1158478.28454861
"2161","Pycnopodia helianthoides",-1847073.03254658,1165359.41905944
"2162","Pycnopodia helianthoides",-1836449.51149733,1190869.85528112
"2163","Pycnopodia helianthoides",-1839694.47478143,1281757.70365904
"2164","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2165","Pycnopodia helianthoides",-1854901.2880931,1221930.80224856
"2166","Pycnopodia helianthoides",-1898204.79085658,1120584.35095459
"2167","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"2168","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2169","Pycnopodia helianthoides",-1854901.2880931,1221930.80224856
"2170","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2171","Pycnopodia helianthoides",-1870706.72304237,1119367.43951961
"2172","Pycnopodia helianthoides",-1863839.1053099,1122450.81185059
"2173","Pycnopodia helianthoides",-1838368.82023644,1252618.31626587
"2174","Pycnopodia helianthoides",-1864730.43135659,1128593.42253321
"2175","Pycnopodia helianthoides",-1866800.75284852,1131111.7208631
"2176","Pycnopodia helianthoides",-1850944.7958295,1126770.87268877
"2177","Pycnopodia helianthoides",-1855349.16013109,1131548.64482453
"2178","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"2179","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2180","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"2181","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2182","Pycnopodia helianthoides",-1890965.35950391,1164733.04513024
"2183","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"2184","Pycnopodia helianthoides",-1839184.05169867,1254355.37590807
"2185","Pycnopodia helianthoides",-1850944.7958295,1126770.87268877
"2186","Pycnopodia helianthoides",-1850312.01050167,1129432.15869325
"2187","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2188","Pycnopodia helianthoides",-1848577.29171067,1154817.67913864
"2189","Pycnopodia helianthoides",-1859060.2962395,1158478.28454861
"2190","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2191","Pycnopodia helianthoides",-1848577.29171067,1154817.67913864
"2192","Pycnopodia helianthoides",-1859365.53808928,1158443.4199631
"2193","Pycnopodia helianthoides",-1839770.33971792,1180890.38813367
"2194","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"2195","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"2196","Pycnopodia helianthoides",-1846974.48391417,1155134.60977448
"2197","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2198","Pycnopodia helianthoides",-1856249.11019228,1272522.99538567
"2199","Pycnopodia helianthoides",-1857660.07515074,1276318.15576705
"2200","Pycnopodia helianthoides",-1870706.72304237,1119367.43951961
"2201","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2202","Pycnopodia helianthoides",-1851330.98409034,1139497.89804741
"2203","Pycnopodia helianthoides",-1846826.50460453,1154774.72784657
"2204","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"2205","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"2206","Pycnopodia helianthoides",-1839770.33971792,1180890.38813367
"2207","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"2208","Pycnopodia helianthoides",-1833901.89537281,1206474.84909718
"2209","Pycnopodia helianthoides",-1839770.33971792,1180890.38813367
"2210","Pycnopodia helianthoides",-1854901.2880931,1221930.80224856
"2211","Pycnopodia helianthoides",-1848037.05682127,1225080.66524291
"2212","Pycnopodia helianthoides",-1854901.2880931,1221930.80224856
"2213","Pycnopodia helianthoides",-1838368.82023644,1252618.31626587
"2214","Pycnopodia helianthoides",-1854585.24514107,1280769.14528005
"2215","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2216","Pycnopodia helianthoides",-1848037.05682127,1225080.66524291
"2217","Pycnopodia helianthoides",-1849856.77909193,1151994.92002141
"2218","Pycnopodia helianthoides",-1846487.0815248,1159575.46780157
"2219","Pycnopodia helianthoides",-1839770.33971792,1180890.38813367
"2220","Pycnopodia helianthoides",-1847981.21013677,1225122.16461704
"2221","Pycnopodia helianthoides",-1838368.82023644,1252618.31626587
"2222","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"2223","Pycnopodia helianthoides",-1850944.7958295,1126770.87268877
"2224","Pycnopodia helianthoides",-1851330.98409034,1139497.89804741
"2225","Pycnopodia helianthoides",-1839770.33971792,1180890.38813367
"2226","Pycnopodia helianthoides",-1851330.98409034,1139497.89804741
"2227","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"2228","Pycnopodia helianthoides",-1850944.7958295,1126770.87268877
"2229","Pycnopodia helianthoides",-1839770.33971792,1180890.38813367
"2230","Pycnopodia helianthoides",-1849699.71602677,1154504.65775318
"2231","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"2232","Pycnopodia helianthoides",-1839770.33971792,1180890.38813367
"2233","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"2234","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2235","Pycnopodia helianthoides",-1890640.74948136,1165361.6571917
"2236","Pycnopodia helianthoides",-1846826.50460453,1154774.72784657
"2237","Pycnopodia helianthoides",-1853361.44596253,1156944.37877119
"2238","Pycnopodia helianthoides",-1854403.88504782,1158428.39138756
"2239","Pycnopodia helianthoides",-1876193.00446739,1180050.6400429
"2240","Pycnopodia helianthoides",-1874287.31385226,1180951.90917423
"2241","Pycnopodia helianthoides",-1821944.58313545,1271528.80702969
"2242","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"2243","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2244","Pycnopodia helianthoides",-1901617.71263447,1153357.56816634
"2245","Pycnopodia helianthoides",-1890640.74948136,1165361.6571917
"2246","Pycnopodia helianthoides",-1859365.53808928,1158443.4199631
"2247","Pycnopodia helianthoides",-1859060.2962395,1158478.28454861
"2248","Pycnopodia helianthoides",-1830012.3155541,1194366.17035724
"2249","Pycnopodia helianthoides",-1902455.29367365,1152122.61663685
"2250","Pycnopodia helianthoides",-1902400.88080056,1152332.80393447
"2251","Pycnopodia helianthoides",-1878394.9777721,1270503.02152462
"2252","Pycnopodia helianthoides",-1858481.96888128,1149907.60265979
"2253","Pycnopodia helianthoides",-1849699.71602677,1154504.65775318
"2254","Pycnopodia helianthoides",-1846781.1073523,1154856.18301562
"2255","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2256","Pycnopodia helianthoides",-1890075.22372605,1287270.71664345
"2257","Pycnopodia helianthoides",-1887795.95711533,1290839.17622488
"2258","Pycnopodia helianthoides",-1848151.52905163,1225089.22068339
"2259","Pycnopodia helianthoides",-1887795.95711533,1290839.17622488
"2260","Pycnopodia helianthoides",-1849699.71602677,1154504.65775318
"2261","Pycnopodia helianthoides",-1880284.35081654,1339732.20202864
"2262","Pycnopodia helianthoides",-1936049.94020528,1415913.00678624
"2263","Pycnopodia helianthoides",-1866800.75284852,1131111.7208631
"2264","Pycnopodia helianthoides",-1838368.82023644,1252618.31626587
"2265","Pycnopodia helianthoides",-1937370.57616441,1413292.75206218
"2266","Pycnopodia helianthoides",-1870706.72304237,1119367.43951961
"2267","Pycnopodia helianthoides",-1903968.51262781,1145464.52942686
"2268","Pycnopodia helianthoides",-1855653.11385897,1136824.61779443
