"","Species","Longitude","Latitude","Depth","90th_%_Temp","Mean_Chl","Salinity","Substrate"
"1","background",-2155391.00068785,3810.74595224578,-2.38596272468567,21.2213325500488,6.59715747833252,33.3450012207031,4
"2","background",-1899044.31319609,1367051.61818151,-10.0045194625854,13.7131004333496,17.0595645904541,-9999,5
"3","background",-1896526.89762459,1404244.8984774,-107.744529724121,18.104305267334,18.9424705505371,26.476900100708,4
"4","background",-1844328.54344554,1263657.6668402,-20.9499530792236,10.9286155700684,3.31605434417725,29.2849617004395,2
"5","background",-2041215.68227285,1609016.01903059,-95.0989151000977,11.1299381256104,11.7265129089355,30.6351337432861,4
"6","background",-1917468.23668089,1499642.64248765,-2.35538792610168,18.127908706665,-9999,-9999,-9999
"7","background",-2027744.09169881,956825.09490112,-43.721435546875,15.4713516235352,7.25081586837769,30.4868869781494,3
"8","background",-2079477.98729137,1517813.87188152,-6.40322208404541,14.7860307693481,10.7820453643799,31.4579753875732,-9999
"9","background",-2173875.34697908,-64057.7852766248,-102.479873657227,15.4582920074463,6.02969884872437,33.4365463256836,5
"10","background",-3646896.73052269,3034393.59558666,-9.54463768005371,10.7539491653442,3.08701157569885,31.8062534332275,3
"11","background",-2963321.23704143,3163448.0779048,-0.703998446464539,9.755295753479,6.56846284866333,31.025915145874,-9999
"12","background",-1870396.19319596,1331723.99188329,-68.6904449462891,19.2175254821777,9.39420509338379,26.0678672790527,4
"13","background",-1884137.25688456,1410794.95431836,-2.58182144165039,10.1421957015991,10.5793981552124,-9999,-9999
"14","background",-1880548.01425354,1284154.20460751,-23.3325538635254,11.1422624588013,5.11886930465698,29.2382488250732,5
"15","background",-1834008.707564,1202027.22323921,-63.0592765808105,14.7478809356689,10.2916555404663,28.5798854827881,-9999
"16","background",-1906263.09593586,1393117.88020696,-219.213714599609,19.2839641571045,22.6658020019531,27.1924953460693,4
"17","background",-1850776.27596822,1286865.77552217,-47.2640380859375,12.9772958755493,8.84991836547852,28.2964172363281,3
"18","background",-1900039.14971775,1274560.55678702,-0.508018374443054,7.97288751602173,3.57418394088745,-9999,-9999
"19","background",-1862866.76101642,1299652.41383872,-71.3263244628906,13.4977188110352,5.05735492706299,28.0857944488525,5
"20","background",-1873830.33667773,1335477.49796821,-4.6956353187561,17.2947006225586,11.13343334198,26.1158447265625,4
"21","background",-2177867.44027688,-304.465729079209,-14.327564239502,15.157280921936,4.22600650787354,-9999,3
"22","background",-2128527.95002131,856134.917914463,-376.460083007812,16.5946426391602,1.01546061038971,31.9787445068359,1
"23","background",-1868661.36587881,1300602.84249471,-65.1342849731445,13.0241823196411,3.6602201461792,28.7510318756104,3
"24","background",-2082114.5932571,-608017.208808004,-297.358551025391,19.7845039367676,0.540829539299011,33.4360542297363,4
"25","background",-1838335.85208239,-948698.172454393,-130.291198730469,21.54270362854,1.07482719421387,33.4670219421387,4
"26","background",-2007388.64822284,1325084.14978527,-125.262161254883,13.8011322021484,5.58327579498291,31.4721050262451,5
"27","background",-2015378.64370658,1211924.64978057,-131.394393920898,15.6240034103394,2.92593693733215,31.5349521636963,5
"28","background",-2065716.37482328,1811815.2542841,-2.27711939811707,9.21402835845947,-9999,-9999,2
"29","background",-2067482.90358391,1644361.48451041,-97.6636505126953,11.070746421814,5.53007030487061,31.0127029418945,2
"30","background",-1884866.35497,1429505.78131305,-11.5648918151855,18.2356376647949,60.9379501342773,-9999,-9999
"31","background",-1919592.66190143,1476537.0053229,-3.67934727668762,18.9006729125977,9.78648471832275,-9999,-9999
"32","background",-2150450.25731884,-19914.0134646306,-3.02672553062439,-9999,-9999,-9999,-9999
"33","background",-2967362.59476451,3030426.8087911,-72.8240585327148,11.8890027999878,1.9458886384964,32.0359230041504,3
"34","background",-2066789.619003,1796296.51121584,-10.349193572998,10.4226665496826,6.58459663391113,30.3341808319092,-9999
"35","background",-2966048.74761352,3068606.9167541,-189.700439453125,12.257848739624,2.03731822967529,31.8232822418213,3
"36","background",-1884466.25342371,1229728.24755007,-28.7419185638428,12.0615530014038,4.41216850280762,30.9966011047363,3
"37","background",-3823562.76627777,3203599.46212336,-31.6566257476807,10.3642377853394,2.95709228515625,31.5044631958008,2
"38","background",-2421315.0266292,2795541.64782646,-140.468490600586,14.5950765609741,1.03323256969452,31.8219299316406,4
"39","background",-1862207.96308724,1210045.67085967,-13.8094005584717,10.4727478027344,-9999,29.7554149627686,2
"40","background",-1896650.23946725,1238440.2180566,-21.2968425750732,11.3110599517822,4.10248231887817,31.1960544586182,-9999
"41","background",-2058351.40488196,-569171.096825144,-321.888153076172,20.1678104400635,0.739808201789856,33.4609756469727,2
"42","background",-1895432.1919071,1577073.31354998,-14.1368274688721,10.779953956604,-9999,-9999,-9999
"43","background",-1864023.56966895,1314146.10669002,-2.78511619567871,13.4198484420776,3.57966423034668,27.6100082397461,5
"44","background",-2083772.30118118,1680401.02644764,-74.9835052490234,14.196177482605,7.23323392868042,30.6808433532715,2
"45","background",-1984183.36225022,-528975.753711621,-199.652099609375,22.559289932251,0.5703204870224,33.4564170837402,5
"46","background",-2602349.86623317,3079787.06124872,-0.631034851074219,13.6703624725342,-9999,-9999,-9999
"47","background",-2313409.38051831,2588861.86385892,-401.687133789062,14.4278287887573,1.98778593540192,31.7619972229004,3
"48","background",-1888485.92006377,1343561.42279896,-7.23834657669067,18.2513446807861,13.1391363143921,-9999,4
"49","background",-1904756.16065763,1262380.75684423,-7.89382457733154,10.7087392807007,3.7375385761261,30.9414367675781,5
"50","background",-1901931.45331208,1269691.05541715,-7.89382457733154,10.7087392807007,3.7375385761261,30.9414367675781,5
"51","background",-1977265.25511767,1578964.80225439,-0.953326523303986,14.4120655059814,-9999,-9999,-9999
"52","background",-2097500.29123885,1775861.55527616,-140.779708862305,14.813458442688,3.6176495552063,30.6279258728027,2
"53","background",-1881398.09218297,-641361.244533711,-3.03856372833252,20.3874568939209,2.47709035873413,33.464469909668,-9999
"54","background",-2062937.48894727,1460211.59352559,-5.1717267036438,14.9010391235352,8.2863883972168,31.3995609283447,2
